x_geometry,x_objectid_1,x_id,x_name,x_telephone,x_address,x_address2,x_city,x_state,x_zip,x_zipp4,x_county,x_fips,x_directions,x_emergtitle,x_emergtel,x_emergext,x_contdate,x_conthow,x_geodate,x_geohow,x_hsipthemes,x_naicscode,x_naicsdescr,x_geolinkid,x_x,x_y,x_st_vendor,x_st_version,x_geoprec,x_phoneloc,x_qc_qa,x_port_type,x_bordpatsec,x_contact,x_fax_number,x_hours_oper,x_remark,x_ruleid,x_objectid
POINT (-88.2549783296 41.9067588811),321,11549986,"WEST CHICAGO PORT OF ENTRY, DUPAGE AIRPORT",630-208-6490,2400 INTERNATIONAL DRIVE,DUPAGE AIRPORT,WEST CHICAGO,IL,60185,,DUPAGE,17043,,,,,2009-09-11T00:00:00.000Z,ALT REF,2009-09-11T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,707667038,-88.254978,41.906759,NAVTEQ,2009Q2,ONENTITY,,TGS,AIRPORT,,PORT DIRECTOR,630-208-6491,,,1,3
POINT (-90.3659870205 38.7428185462),322,11550104,"SAINT LOUIS PORT OF ENTRY, LAMBERT-SAINT LOUIS INTERNATIONAL AIRPORT",314-890-9939,10701 LAMBERT INTERNATIONAL BOULEVARD,,SAINT LOUIS,MO,63145,1000,ST LOUIS,29189,,,,,2009-09-11T00:00:00.000Z,ALT REF,2009-09-11T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,124940289,-90.365987,38.742818,NAVTEQ,2009Q2,ONENTITY,,TGS,AIRPORT,,PORT DIRECTOR,314-428-2889,8:00 AM - 4:30 PM,,1,105
POINT (-81.2454492027 28.7760354751),47,11550032,"SANFORD PORT OF ENTRY, ORLANDO SANFORD INTERNATIONAL AIRPORT",407-322-6019,1100 RED CLEVELAND BOULEVARD,,SANFORD,FL,32773,4201,SEMINOLE,12117,,,,,2009-09-17T00:00:00.000Z,PHONE,2009-09-16T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,756374571,-81.245449,28.776035,NAVTEQ,2009Q2,ONENTITY,YES,TGS,AIRPORT,,PORT DIRECTOR,407-330-5825,9:00 AM - 5:00 PM,1-877-CUSTOMS,1,53
POINT (-74.5725462435 39.4512430113),48,11550118,"PHILADELPHIA PORT OF ENTRY, ATLANTIC CITY INTERNATIONAL AIRPORT",609-484-1610,AMELIA EARHART BOULEVARD,,EGG HARBOR TOWNSHIP,NJ,08234,,ATLANTIC,34001,,,,,2009-09-16T00:00:00.000Z,PHONE,2009-09-16T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,125406193,-74.572546,39.451243,NAVTEQ,2009Q2,ONENTITY,YES,TGS,AIRPORT,,PORT DIRECTOR,,8:00AM - 4:30PM,1-877-CUSTOMS,1,122
POINT (-155.039580086 19.7148057018),323,11549978,"HILO PORT OF ENTRY, HILO INTERNATIONAL AIRPORT",808-934-5838,1363 MOKUEA STREET,,HILO,HI,96720,,HAWAII,15001,,,,,2009-09-16T00:00:00.000Z,ALT REF,2009-12-30T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,115759296,-155.03958,19.714806,NAVTEQ,2009Q2,ONENTITY,,TGS,AIRPORT,,PORT DIRECTOR,808-933-6976,7:00 AM - 5:00 PM,,1,61
POINT (-77.9512925214 34.1906677511),324,11550113,"WILMINGTON PORT OF ENTRY, PORT OF WILMINGTON",910-772-5900,1 SHIPYARD BOULEVARD,,WILMINGTON,NC,28412,6239,NEW HANOVER,37129,,,,,2009-12-31T00:00:00.000Z,ALT REF,2009-12-31T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,127869604,-77.951292,34.190668,NAVTEQ,2009Q2,ONENTITY,YES,TGS,WATER PORT,,PORT DIRECTOR,910-815-4581,8:00 AM - 5:00 PM,1-877-CUSTOMS,1,116
POINT (-78.8497949386 42.8748014608),325,11616959,"BUFFALO PORT OF ENTRY, PORT OF BUFFALO",716-843-8300,726 EXCHANGE STREET,SUITE 400,BUFFALO,NY,14210,1469,ERIE,36029,,,,,2009-12-22T00:00:00.000Z,PHONE,2009-12-31T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,34109098,-78.849795,42.874801,NAVTEQ,2009Q2,ONENTITY,YES,TGS,WATER PORT,,,,,,0,0
POINT (-75.1447766548 39.9479721128),326,11616947,"PHILADELPHIA PORT OF ENTRY, PORT OF PHILADELPHIA",215-717-5800,200 CHESTNUT STREET,,PHILADELPHIA,PA,19106,2912,PHILADELPHIA,42101,,,,,2009-12-22T00:00:00.000Z,PHONE,2009-12-22T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,18719191,-75.144777,39.947972,NAVTEQ,2009Q2,ONENTITY,YES,TGS,WATER PORT,,,,,,0,0
POINT (-124.168171734 40.8036154179),49,11550003,"EUREKA PORT OF ENTRY, PORT OF HUMBOLDT BAY",707-442-4822,317 THIRD STREET,SUITE 6,EUREKA,CA,95501,0487,HUMBOLDT,06023,,,,,2009-09-17T00:00:00.000Z,PHONE,2009-09-17T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,91479917,-124.168172,40.803615,NAVTEQ,2009Q2,ONENTITY,YES,TGS,WATER PORT,,PORT DIRECTOR,707-442-0152,8:00 AM - 12:00 PM,,1,22
POINT (-95.652915163 29.6271648646),50,11550517,"SUGAR LAND PORT OF ENTRY, SUGAR LAND REGIONAL AIRPORT",281-277-1453,12888 STATE HIGHWAY 6 SOUTH,,SUGAR LAND,TX,77478,,FORT BEND,48157,,,,,2009-09-17T00:00:00.000Z,ALT REF,2009-09-18T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,129433342,-95.652915,29.627165,NAVTEQ,2009Q2,ONENTITY,,TGS,AIRPORT,,,,,,0,0
POINT (-118.201372814 33.7542591705),327,11550006,"LOS ANGELES/LONG BEACH SEAPORT PORT OF ENTRY, PORT OF LONG BEACH",562-366-5555,925 HARBOR PLAZA,,LONG BEACH,CA,90802,6402,LOS ANGELES,06037,,,,,2010-01-07T00:00:00.000Z,PHONE,2010-01-08T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,128781023,-118.201373,33.754259,NAVTEQ,2009Q2,ONENTITY,NO,TGS,WATER PORT,,PORT DIRECTOR,562-628-7900,8:00 AM - 4:30 PM,,1,26
POINT (-85.7277246678 30.1832956548),328,11550028,"PANAMA CITY PORT OF ENTRY, PORT PANAMA CITY",850-785-4688,5209 WEST UNITED STATES HIGHWAY 98,,PANAMA CITY,FL,32401,,BAY,12005,,,,,2009-12-21T00:00:00.000Z,PHONE,2009-12-21T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,119037391,-85.727725,30.183296,NAVTEQ,2009Q2,ONENTITY,YES,TGS,WATER PORT,,PORT DIRECTOR,850-785-1534,8:30 AM - 5:00 PM,1-877-CUSTOMS,1,49
POINT (-71.4387732013 42.9335578006),51,11550086,"MANCHESTER PORT OF ENTRY, MANCHESTER-BOSTON REGIONAL AIRPORT",603-628-6264,1 AIRPORT ROAD,OLD TERMINAL,MANCHESTER,NH,03103,7450,HILLSBOROUGH,33011,,,,,2009-09-11T00:00:00.000Z,ALT REF,2009-09-11T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,31125548,-71.438773,42.933558,NAVTEQ,2009Q2,ONENTITY,,TGS,AIRPORT,,PORT DIRECTOR,,,,1,204
POINT (-90.0770868345 29.9483603376),52,11550060,"NEW ORLEANS PORT OF ENTRY, PORT OF NEW ORLEANS",504-623-6670,701 LOYOLA AVENUE,13TH FLOOR,NEW ORLEANS,LA,70113,1912,ORLEANS,22071,PLOTTED AT INSPECTORS STATION - TRAVEL TO SEVERAL DOCKS TO PERFORM THEIR DUTIES,,,,2009-09-17T00:00:00.000Z,PHONE,2009-09-18T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,18297819,-90.077087,29.94836,NAVTEQ,2009Q2,ONENTITY,YES,TGS,WATER PORT,,PORT DIRECTOR,504-670-2059,8:00 AM - 5:00 PM,,1,85
POINT (-66.1155451053 18.4628171274),329,11550153,"SAN JUAN PORT OF ENTRY, FERNANDO LUIS RIBAS DOMINICCI AIRPORT",787-729-6850,CALLE LA PUNTILLA 1,CUARTO 214,SAN JUAN,PR,00901,,SAN JUAN,72127,"ENTITY GAVE OFFICIAL NAME AS FERNANDO LUIS RIBAS DOMINICCI AIRPORT. THOUGH ENTITY DOES HAVE AN AIRPORT, PRIMARY FUNCTION IS WATER PORT.",,,,2009-09-15T00:00:00.000Z,PHONE,2010-01-08T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,120248248,-66.115545,18.462817,NAVTEQ,2009Q2,ONENTITY,YES,TGS,WATER PORT,,PORT DIRECTOR,787-729-6678,8:00 AM - 4:30 PM,,1,159
POINT (-70.8691785679 42.526726297),330,11549967,"GLOUCESTER PORT OF ENTRY, SALEM HARBOR",978-921-0782,51 WINTER ISLAND ROAD,,SALEM,MA,01970,5715,ESSEX,25009,,,,,2010-01-11T00:00:00.000Z,PHONE,2010-01-11T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,22080853,-70.869179,42.526726,NAVTEQ,2009Q2,ONENTITY,NO,TGS,WATER PORT,,PORT DIRECTOR,978-282-4678,8:00 AM - 4:30 PM,,1,5
POINT (-81.5964235954 38.3706166948),53,11550085,"CHARLESTON PORT OF ENTRY, YEAGER AIRPORT",304-347-5204,176 AIRPORT ROAD,,CHARLESTON,WV,25311,1056,KANAWHA,54039,,,,,2009-09-17T00:00:00.000Z,ALT REF,2009-09-17T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,129973739,-81.596424,38.370617,NAVTEQ,2009Q2,ONENTITY,,TGS,AIRPORT,,PORT DIRECTOR,304-347-5520,8:00 AM - 5:00 PM,,1,203
POINT (-122.953519347 46.108289644),54,11550077,"LONGVIEW PORT OF ENTRY, PORT OF LONGVIEW",360-425-3710,1450 TERMINAL WAY,,LONGVIEW,WA,98632,1042,COWLITZ,53015,,,,,2009-09-16T00:00:00.000Z,PHONE,2009-09-16T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,121633593,-122.953519,46.10829,NAVTEQ,2009Q2,ONENTITY,YES,TGS,WATER PORT,,PORT DIRECTOR,360-425-1657,8:00 AM - 5:00 PM,,1,195
POINT (-96.5456815729 28.647255965),331,11549990,"PORT LAVACA-POINT COMFORT PORT OF ENTRY, PORT OF POINT LAVACA-POINT COMFORT",361-888-3352,2313 FARM TO MARKET 1593 SOUTH,,POINT COMFORT,TX,77978,,CALHOUN,48057,,,,,2010-01-08T00:00:00.000Z,PHONE,2010-01-08T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,112550874,-96.545682,28.647256,NAVTEQ,2009Q2,ONENTITY,YES,TGS,WATER PORT,,PORT DIRECTOR,361-888-3358,,,1,7
POINT (-79.287259573 33.3605738726),332,11550158,"GEORGETOWN PORT OF ENTRY, PORT OF GEORGETOWN",843-916-0438,STATE PORTS AUTHORITY,PIER 31,GEORGETOWN,SC,29440,,GEORGETOWN,45043,,,,,2009-12-28T00:00:00.000Z,PHONE,2009-12-28T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,125046749,-79.28726,33.360574,NAVTEQ,2009Q2,ONENTITY,NO,TGS,WATER PORT,,PORT DIRECTOR,843-579-6611,8:00 AM - 3:00 PM,1-877-CUSTOMS,1,164
POINT (-92.0460549467 46.726229782),55,11550466,"DULUTH MINNESOTA AND SUPERIOR WISCONSIN PORT OF ENTRY, SKY HARBOR AIRPORT",218-733-0078,5000 MINNESOTA AVENUE,,DULUTH,MN,55802,3151,ST LOUIS,27137,,,,,2009-09-11T00:00:00.000Z,ALT REF,2009-09-11T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,122742065,-92.046055,46.72623,NAVTEQ,2009Q2,ONENTITY,,TGS,AIRPORT,,,,,,0,0
POINT (-81.3319847091 28.5488428387),56,11550504,"ORLANDO EXECUTIVE AIRPORT PORT OF ENTRY, ORLANDO EXECUTIVE AIRPORT",407-897-5102,365 RICKENBACKER DRIVE,,ORLANDO,FL,32803,,ORANGE,12095,,,,,2009-09-17T00:00:00.000Z,ALT REF,2009-09-17T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,23008973,-81.331985,28.548843,NAVTEQ,2009Q2,ONENTITY,,TGS,AIRPORT,,,,,,0,0
POINT (-84.444597219 33.6407778811),333,11550035,"ATLANTA PORT OF ENTRY, HARTSFIELD-JACKSON ATLANTA INTERNATIONAL AIRPORT",404-209-1700,6000 NORTH TERMINAL PARKWAY,,ATLANTA,GA,30320,7400,CLAYTON,13063,,,,,2009-09-11T00:00:00.000Z,PHONE,2009-09-11T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,127100012,-84.444597,33.640778,NAVTEQ,2009Q2,ONENTITY,NO,TGS,AIRPORT,,PORT DIRECTOR,404-675-1296,8:00 AM - 4:30 PM,1-877-CUSTOMS,1,58
POINT (-93.2282974984 44.8739733846),334,11550100,"MINNEAPOLIS PORT OF ENTRY, MINNEAPOLIS SAINT PAUL INTERNATIONAL AIRPORT",612-726-6465,7150 HUMPHREY DRIVE,,MINNEAPOLIS,MN,55450,1108,HENNEPIN,27053,,,,,2009-09-11T00:00:00.000Z,ALT REF,2009-09-17T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,732558902,-93.228297,44.873973,NAVTEQ,2009Q2,ONENTITY,,TGS,AIRPORT,,PORT DIRECTOR,612-348-1630,8:00AM-4:30PM,,1,101
POINT (-87.7424176079 41.7883329839),335,11550043,"CHICAGO PORT OF ENTRY, CHICAGO MIDWAY INTERNATIONAL AIRPORT",773-948-6330,5700 SOUTH CICERO AVENUE,,CHICAGO,IL,60638,3831,COOK,17031,,,,,2009-09-11T00:00:00.000Z,ALT REF,2009-09-11T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,125156914,-87.742418,41.788333,NAVTEQ,2009Q2,ONENTITY,,TGS,AIRPORT,,PORT DIRECTOR,312-353-2337,8:30 AM - 5:00 PM,,1,67
POINT (-73.1722168918 41.1708957542),336,11550013,"BRIDGEPORT PORT OF ENTRY, PORT OF BRIDGEPORT",203-367-9487,535 SEAVIEW AVENUE,CILCO AND MOTIVA TERMINALS,BRIDGEPORT,CT,06607,2436,FAIRFIELD,09001,,,,,2009-09-15T00:00:00.000Z,PHONE,2009-09-15T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,21688365,-73.172217,41.170896,NAVTEQ,2009Q2,ONENTITY,NO,TGS,WATER PORT,,PORT DIRECTOR,203-334-2899,8:00 AM - 5:00 PM,,1,33
POINT (-159.348829025 21.9781841747),57,11550040,"NAWILIWILI-PORT ALLEN PORT OF ENTRY, LIHUE AIRPORT",808-822-5673,3901 MOKULELE LOOP,,LIHUE,HI,96766,9705,KAUAI,15007,,,,,2009-09-11T00:00:00.000Z,ALT REF,2009-09-11T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,115749645,-159.348829,21.978184,NAVTEQ,2009Q2,ONENTITY,,TGS,AIRPORT,,PORT DIRECTOR,,8:00 AM - 5:00 PM,,1,64
POINT (-64.7969698375 17.6992466498),58,11553126,"SAINT CROIX PORT OF ENTRY, HENRY E ROHLSEN AIRPORT",340-773-1490,AIRPORT ROAD,,KINGSHILL,VI,00850,,ST CROIX ISLAND,78010,,,,,2009-09-17T00:00:00.000Z,PHONE,2009-09-17T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,120294710,-64.79697,17.699247,NAVTEQ,2009Q2,ONENTITY,YES,TGS,AIRPORT,,,,,,0,0
POINT (-156.437426113 20.8933959721),337,11550039,"KAHULUI PORT OF ENTRY, KAHULUI AIRPORT",808-877-6013,1 KEOLANI PLACE,,KAHULUI,HI,96732,,MAUI,15009,,,,,2009-09-11T00:00:00.000Z,ALT REF,2009-09-15T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,115763933,-156.437426,20.893396,NAVTEQ,2009Q2,ONENTITY,,TGS,AIRPORT,,PORT DIRECTOR,808-877-5703,7:00 AM - 5:00 PM,,1,63
POINT (-115.152620601 36.0887594958),338,11550123,"LAS VEGAS PORT OF ENTRY, MCCARRAN INTERNATIONAL AIRPORT",702-736-2253,5757 WAYNE NEWTON BOULEVARD,,LAS VEGAS,NV,89119,2407,CLARK,32003,,,,,2009-09-11T00:00:00.000Z,ALT REF,2009-09-11T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,766002933,-115.152621,36.08876,NAVTEQ,2009Q2,ONENTITY,,TGS,AIRPORT,,PORT DIRECTOR,702-736-2223,8:00 AM - 5:00 PM,,1,127
POINT (-100.052407642 48.9983980267),59,11624761,"DUNSEITH PORT OF ENTRY, INTERNATIONAL PEACE GARDEN AIRPORT",701-263-4460,10947 UNITED STATES HIGHWAY 281,,DUNSEITH,ND,58329,,ROLETTE,38079,,,,,2010-01-12T00:00:00.000Z,ALT REF,2010-01-12T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,125710246,-100.052408,48.998398,NAVTEQ,2009Q2,ONENTITY,,TGS,AIRPORT,,,,,,0,0
POINT (-90.879776979 32.34255053),60,11550108,"VICKSBURG PORT OF ENTRY, PORT OF VICKSBURG",601-638-1532,1900 CHERRY STREET,2ND FLOOR,VICKSBURG,MS,39180,3802,WARREN,28149,,,,,2010-01-12T00:00:00.000Z,PHONE,2010-01-12T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,99174076,-90.879777,32.342551,NAVTEQ,2009Q2,ONENTITY,,TGS,INLAND PORT,,PORT DIRECTOR,601-932-4114,8:00 AM - 4:00 PM,,1,109
POINT (-85.5064447085 42.8847672163),339,11550072,"GRAND RAPIDS PORT OF ENTRY, GERALD R FORD INTERNATIONAL AIRPORT",616-942-5245,6450 AIR CARGO DRIVE SOUTHEAST,,GRAND RAPIDS,MI,49512,9705,KENT,26081,,,,,2009-10-23T00:00:00.000Z,PHONE,2009-10-23T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,135471720,-85.506445,42.884767,NAVTEQ,2009Q2,ONENTITY,YES,TGS,AIRPORT,,PORT DIRECTOR,616-285-0188,8:00 AM - 4:30 PM,,1,97
POINT (-81.4625424505 30.6765567753),340,11550019,"FERNANDINA BEACH PORT OF ENTRY, NASSAU TERMINAL",904-261-6154,403 NORTH 3RD STREET,,FERNANDINA BEACH,FL,32034,4119,NASSAU,12089,,,,,2009-09-16T00:00:00.000Z,PHONE,2009-09-16T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,23060401,-81.462542,30.676557,NAVTEQ,2009Q2,ONENTITY,YES,TGS,WATER PORT,,PORT DIRECTOR,904-277-4558,8:30 AM - 5:00 PM,1-877-CUSTOMS,1,40
POINT (-76.511283648 43.4649175949),61,11624762,"SYRACUSE PORT OF ENTRY, PORT OF OSWEGO",315-455-8446,1 EAST 2ND STREET,,OSWEGO,NY,13126,1177,OSWEGO,36075,,,,,2010-01-12T00:00:00.000Z,PHONE,2010-01-12T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,735495390,-76.511284,43.464918,NAVTEQ,2009Q2,ONENTITY,NO,TGS,WATER PORT,,,,,,0,0
POINT (-86.2608590603 43.2363643687),62,11624716,"GRAND RAPIDS PORT OF ENTRY, MUSKEGON SEAPORT",616-942-5245,6450 AIR CARGO DRIVE SOUTHEAST,,GRAND RAPIDS,MI,49512,9705,MUSKEGON,26121,PLOTTED AT APPROXIMATE CENTER OF COMMERCIAL WATERFRONT AREA AT PORT. ADDRESS GOES TO ADMINISTRATION BUILDING.,,,,2010-01-06T00:00:00.000Z,ALT REF,2010-01-12T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,127335282,-86.260859,43.236364,NAVTEQ,2009Q2,APPROXIMATE,,TGS,WATER PORT,,,,,,0,0
POINT (-157.862359806 21.3040947097),341,11550038,"HONOLULU PORT OF ENTRY, PORT OF HONOLULU",808-356-4100,300 ALA MOANA BOULEVARD,ROOM 2-267,HONOLULU,HI,96850,2267,HONOLULU,15003,,,,,2009-09-16T00:00:00.000Z,PHONE,2009-09-22T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,727977501,-157.86236,21.304095,NAVTEQ,2009Q2,ONENTITY,YES,TGS,WATER PORT,,PORT DIRECTOR,808-522-8081,7:30 AM - 4:30 PM,,1,62
POINT (-122.302337594 47.4387724962),342,11550488,"SEATTLE PORT OF ENTRY, SEATTLE-TACOMA INTERNATIONAL AIRPORT",206-553-7960,17801 INTERNATIONAL BOULEVARD,,SEATTLE,WA,98158,1202,KING,53033,,,,,2009-09-16T00:00:00.000Z,ALT REF,2009-09-16T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,724791231,-122.302338,47.438772,NAVTEQ,2009Q2,ONENTITY,,TGS,AIRPORT,,,,,,0,0
POINT (-86.200762982 42.7743153157),63,11616970,"GRAND RAPIDS PORT OF ENTRY, HOLLAND SEAPORT",616-942-5245,6450 AIR CARGO DRIVE SOUTHEAST,,GRAND RAPIDS,MI,49512,9705,OTTAWA,26139,PLOTTED AT APPROXIMATE CENTER OF COMMERCIAL WATERFRONT AREA AT PORT. ADDRESS GOES TO ADMINISTRATION BUILDING.,,,,2010-01-06T00:00:00.000Z,ALT REF,2010-01-12T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,38539548,-86.200763,42.774315,NAVTEQ,2009Q2,APPROXIMATE,,TGS,WATER PORT,,,,,,0,0
POINT (-86.3400259106 44.247193383),64,11624715,"GRAND RAPIDS PORT OF ENTRY, MANISTEE SEAPORT",616-942-5245,6450 AIR CARGO DRIVE SOUTHEAST,,GRAND RAPIDS,MI,49512,9705,MANISTEE,26101,PORT HANDLES PLEASURE BOATS. PLOTTED AT APPROXIMATE CENTER OF PORT. ADDRESS GOES TO ADMINISTRATION BUILDING.,,,,2010-01-06T00:00:00.000Z,ALT REF,2010-01-12T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,107995184,-86.340026,44.247193,NAVTEQ,2009Q2,APPROXIMATE,,TGS,WATER PORT,,,,,,0,0
POINT (-91.199977287 29.6915857915),343,11550059,"MORGAN CITY PORT OF ENTRY, PORT OF MORGAN CITY",985-384-6658,800 YOUNGS ROAD,,MORGAN CITY,LA,70380,2929,ST MARY,22101,,,,,2009-09-11T00:00:00.000Z,PHONE,2009-09-11T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,124670813,-91.199977,29.691586,NAVTEQ,2009Q2,ONENTITY,YES,TGS,WATER PORT,,PORT DIRECTOR,504-632-8185,8:00 AM - 5:00 PM,,1,84
POINT (-90.6898866179 30.0478469852),344,11550057,"GRAMERCY PORT OF ENTRY, PORT OF GRAMERCY",225-869-3765,110 NORTH AIRLINE AVENUE,,GRAMERCY,LA,70052,3620,ST JAMES,22093,,,,,2009-12-16T00:00:00.000Z,PHONE,2009-12-16T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,99473992,-90.689887,30.047847,NAVTEQ,2009Q2,ONENTITY,YES,TGS,WATER PORT,,PORT DIRECTOR,504-869-8909,8:00 AM - 4:00 PM,,1,82
POINT (-86.6532344546 46.4136594898),65,11624734,"SAULT SAINTE MARIE PORT OF ENTRY / SAGINAW/BAY CITY/FLINT PORT OF ENTRY, MUNISING SEAPORT",906-632-2631,900 INTERNATIONAL BRIDGE PLAZA,,SAULT SAINTE MARIE,MI,49783,,ALGER,26003,PORT HANDLES PLEASURE BOATS. PLOTTED AT APPROXIMATE CENTER OF PORT. ADDRESS GOES TO ADMINISTRATION BUILDING FOR THE SAULT SAINTE MARIE PORT OF ENTRY.,,,,2010-01-07T00:00:00.000Z,ALT REF,2010-01-07T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,122988359,-86.653234,46.41366,NAVTEQ,2009Q2,APPROXIMATE,,TGS,WATER PORT,,,,,,0,0
