geometry,objectid,id,name,address,city,state,zip,zip4,telephone,type,status,population,county,countyfips,country,latitude,longitude,naics_code,naics_desc,source,sourcedate,val_method,val_date,website,state_id,alt_name,st_fips,owner,ttl_staff,beds,trauma,helipad
POINT (-105.945780485 35.659440986),8403,0111287505,CHRISTUS ST VINCENT REGIONAL MEDICAL CENTER,455 ST MICHAELS DRIVE,SANTA FE,NM,87505,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,200,SANTA FE,35049,USA,35.659441,-105.94578,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://providersearch.health.state.nm.us/,2018-03-05T00:00:00.000Z,IMAGERY WITH OTHER,2018-04-18T00:00:00.000Z,http://www.stvin.org/,NOT AVAILABLE,NOT AVAILABLE,35,NON-PROFIT,-999,200,III,Y
POINT (-102.934507088 48.403001934),8404,0001058852,TIOGA MEDICAL CENTER,810 N WELO ST,TIOGA,ND,58852,NOT AVAILABLE,(701) 664-3305,CRITICAL ACCESS,OPEN,25,WILLIAMS,38105,USA,48.403002,-102.934507,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.ndhealth.gov/hf/North_Dakota_Hospitals_Critical_access.htm,2017-09-11T00:00:00.000Z,IMAGERY WITH OTHER,2017-10-02T00:00:00.000Z,http://www.tiogahealth.org,5048P,NOT AVAILABLE,38,NON-PROFIT,-999,25,NOT AVAILABLE,NOT AVAILABLE
POINT (-96.83898502 33.151005499),8405,0137175034,MEDICAL CITY FRISCO,5500 FRISCO SQUARE BOULEVARD,FRISCO,TX,75034,NOT AVAILABLE,(214) 618-0500,GENERAL ACUTE CARE,OPEN,54,COLLIN,48085,USA,33.151005,-96.838985,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,2017-12-14T00:00:00.000Z,IMAGERY WITH OTHER,2017-12-18T00:00:00.000Z,http://medicalcityfrisco.com/,NOT AVAILABLE,FOREST PARK MEDICAL CENTER FRISCO,48,PROPRIETARY,-999,54,NOT AVAILABLE,NOT AVAILABLE
POINT (-102.413987469 34.839518779),8406,0137779045,HEREFORD REGIONAL MEDICAL CENTER,540 WEST 15TH STREET,HEREFORD,TX,79045,2820,(806) 364-2141,GENERAL ACUTE CARE,OPEN,42,DEAF SMITH,48117,USA,34.839519,-102.413987,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,2017-12-14T00:00:00.000Z,IMAGERY WITH OTHER,2017-12-18T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,48,PROPRIETARY,-999,42,LEVEL IV,Y
POINT (-95.398938882 29.710523141),8407,0137877030,HOUSTON METHODIST HOSPTIAL,6565 FANNIN STREET,HOUSTON,TX,77030,2707,(713) 790-3311,GENERAL ACUTE CARE,OPEN,1128,HARRIS,48201,USA,29.710523,-95.398939,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,2017-12-14T00:00:00.000Z,IMAGERY WITH OTHER,2017-12-18T00:00:00.000Z,http://www.houstonmethodist.org/,NOT AVAILABLE,NOT AVAILABLE,48,NON-PROFIT,-999,1128,NOT AVAILABLE,NOT AVAILABLE
POINT (-95.551144526 29.966468771),8408,0138177070,HOUSTON METHODIST WILLOWBROOK HOSPITAL,18220 TOMBALL PARKWAY,HOUSTON,TX,77070,4318,(281) 737-1000,GENERAL ACUTE CARE,OPEN,313,HARRIS,48201,USA,29.966469,-95.551145,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,2017-12-14T00:00:00.000Z,IMAGERY WITH OTHER,2017-12-18T00:00:00.000Z,http://www.houstonmethodist.org/willowbrook-hospital,NOT AVAILABLE,NOT AVAILABLE,48,NON-PROFIT,-999,313,NOT AVAILABLE,Y
POINT (-97.370237653 27.679774152),8409,0138878414,PAM SPECIALTY HOSPITAL OF CORPUS CHRISTI SOUTH,6226 SARATOGA BOULEVARD,CORPUS CHRISTI,TX,78414,3421,(361) 986-1600,GENERAL ACUTE CARE,OPEN,74,NUECES,48355,USA,27.679774,-97.370238,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,2017-12-14T00:00:00.000Z,IMAGERY WITH OTHER,2017-12-18T00:00:00.000Z,http://www.warmsprings.org,NOT AVAILABLE,NOT AVAILABLE,48,PROPRIETARY,-999,74,NOT AVAILABLE,NOT AVAILABLE
POINT (-95.20031123 29.702654481),8410,0139077506,PRISTINE HOSPITAL OF PASADENA,1004 SEYMOUR STREET,PASADENA,TX,77506,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,CLOSED,-999,HARRIS,48201,USA,29.702654,-95.200311,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,2017-12-14T00:00:00.000Z,IMAGERY WITH OTHER,2017-12-18T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,48,PROPRIETARY,-999,-999,NOT AVAILABLE,NOT AVAILABLE
POINT (-79.708521447 34.901812005),8411,0010028345,FIRSTHEALTH MOORE REGIONAL HOSPITAL HAMLET,1000 WEST HAMLET AVENUE,HAMLET,NC,28345,NOT AVAILABLE,(910) 205-8000,GENERAL ACUTE CARE,OPEN,64,RICHMOND,37153,USA,34.901812,-79.708521,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www2.ncdhhs.gov/dhsr/reports.htm,2017-09-28T00:00:00.000Z,IMAGERY WITH OTHER,2017-11-09T00:00:00.000Z,http://www.sandhillsregional.com,NOT AVAILABLE,SANDHILLS REGIONAL MEDICAL CENTER,37,PROPRIETARY,-999,64,NOT AVAILABLE,Y
POINT (-96.279153043 32.710613574),8412,0139575160,RENAISSANCE HOSPITAL TERRELL,1551 HIGHWAY 34 SOUTH,TERRELL,TX,75160,4833,NOT AVAILABLE,GENERAL ACUTE CARE,CLOSED,-999,KAUFMAN,48257,USA,32.710614,-96.279153,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,2017-12-14T00:00:00.000Z,IMAGERY WITH OTHER,2017-12-18T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,48,PROPRIETARY,-999,-999,NOT AVAILABLE,NOT AVAILABLE
POINT (-97.819846307 30.523313902),8413,0139778613,BAYLOR SCOTT & WHITE EMERGENCY HOSPITAL AT CEDAR PARK,900 EAST WHITESTONE BOULEVARD,CEDAR PARK,TX,78613,9093,(512) 684-4911,GENERAL ACUTE CARE,OPEN,8,WILLIAMSON,48491,USA,30.523314,-97.819846,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,2017-12-14T00:00:00.000Z,IMAGERY WITH OTHER,2017-12-18T00:00:00.000Z,http://www.sw.org/location/cedar-park-emergency-medical-center,NOT AVAILABLE,NOT AVAILABLE,48,PROPRIETARY,-999,8,NOT AVAILABLE,NOT AVAILABLE
POINT (-97.971529905 30.332941031),8414,0139878738,BAYLOR SCOTT & WHITE MEDICAL CENTER - LAKEWAY,100 MEDICAL PARKWAY,AUSTIN,TX,78738,5621,(512) 571-5000,GENERAL ACUTE CARE,OPEN,106,TRAVIS,48453,USA,30.332941,-97.97153,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,2017-12-14T00:00:00.000Z,IMAGERY WITH OTHER,2017-12-18T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,LAKEWAY REGIONAL MEDICAL CENTER,48,PROPRIETARY,-999,106,NOT AVAILABLE,NOT AVAILABLE
POINT (-96.279395347 30.582318395),8415,0141177845,BAYLOR SCOTT & WHITE MEDICAL CENTER - COLLEGE STATION,700 SCOTT & WHITE DRIVE,COLLEGE STATION,TX,77845,NOT AVAILABLE,(979) 207-0100,GENERAL ACUTE CARE,OPEN,119,BRAZOS,48041,USA,30.582318,-96.279395,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,2017-12-14T00:00:00.000Z,IMAGERY WITH OTHER,2017-12-18T00:00:00.000Z,http://www.sw.org/location/college-station-medical-center,NOT AVAILABLE,NOT AVAILABLE,48,NON-PROFIT,-999,119,LEVEL III,Y
POINT (-97.049379198 32.732941472),8416,0141375051,TEXAS GENERAL HOSPITAL,2709 HOSPITAL BOULEVARD,GRAND PRAIRIE,TX,75051,1017,(469) 999-0000,GENERAL ACUTE CARE,OPEN,41,TARRANT,48439,USA,32.732941,-97.049379,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,2017-12-14T00:00:00.000Z,IMAGERY WITH OTHER,2017-12-18T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,48,PROPRIETARY,-999,41,NOT AVAILABLE,NOT AVAILABLE
POINT (-94.189162179 31.796228749),8417,0141675935,SHELBY REGIONAL MEDICAL CENTER,P. O. BOX 1749,CENTER,TX,75935,1749,NOT AVAILABLE,GENERAL ACUTE CARE,CLOSED,-999,SHELBY,48419,USA,31.796229,-94.189162,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,2017-12-14T00:00:00.000Z,IMAGERY WITH OTHER,2017-12-18T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,48,PROPRIETARY,-999,-999,NOT AVAILABLE,NOT AVAILABLE
POINT (-97.309912276 32.930680607),8418,0142076244,TEXAS HEALTH HARRIS METHODIST HOSPITAL ALLIANCE,10864 TEXAS HEALTH TRAIL,FORT WORTH,TX,76244,NOT AVAILABLE,(682) 212-2000,GENERAL ACUTE CARE,OPEN,74,TARRANT,48439,USA,32.930681,-97.309912,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,2017-12-14T00:00:00.000Z,IMAGERY WITH OTHER,2017-12-18T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,48,NON-PROFIT,-999,74,NOT AVAILABLE,Y
POINT (-97.188036863 32.84301691),8419,0142576054,SAINT CAMILLUS MEDICAL CENTER,1612 HURST TOWN CENTER DRIVE,HURST,TX,76054,6236,(817) 519-3700,GENERAL ACUTE CARE,OPEN,23,TARRANT,48439,USA,32.843017,-97.188037,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,2017-12-14T00:00:00.000Z,IMAGERY WITH OTHER,2017-12-18T00:00:00.000Z,https://saintcamillusmedicalcenter.com/,NOT AVAILABLE,VICTORY MEDICAL CENTER MID-CITIES,48,PROPRIETARY,-999,23,NOT AVAILABLE,NOT AVAILABLE
POINT (-96.854018542 33.031729074),8420,0143275093,PLANO SURGICAL HOSPITAL,"2301 MARSH LANE,SUITE 100",PLANO,TX,75093,8497,(972) 820-2515,GENERAL ACUTE CARE,OPEN,26,DENTON,48121,USA,33.031729,-96.854019,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,2017-12-14T00:00:00.000Z,IMAGERY WITH OTHER,2017-12-18T00:00:00.000Z,http://planosurgicalhospital.com/,NOT AVAILABLE,VICTORY MEDICAL CENTER PLANO LP,48,PROPRIETARY,-999,26,NOT AVAILABLE,NOT AVAILABLE
POINT (-94.16975617 30.112141101),8421,0143677706,THE MEDICAL CENTER OF SOUTHEAST TEXAS VICTORY CAMPUS,6025 METROPOLITAN DRIVE,BEAUMONT,TX,77706,2407,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,17,JEFFERSON,48245,USA,30.112141,-94.169756,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,2017-12-14T00:00:00.000Z,GEOCODE,2017-12-18T00:00:00.000Z,http://www.medicalcentersetexas.com/victory/,NOT AVAILABLE,VICTORY MEDICAL CENTER BEAUMONT,48,PROPRIETARY,-999,17,NOT AVAILABLE,NOT AVAILABLE
POINT (-95.445097113 29.730867641),8422,0143777027,WESTSIDE SURGICAL HOSPTIAL,4200 TWELVE OAKS DRIVE,HOUSTON,TX,77027,NOT AVAILABLE,(713) 621-5010,GENERAL ACUTE CARE,OPEN,12,HARRIS,48201,USA,29.730868,-95.445097,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,2017-12-14T00:00:00.000Z,IMAGERY WITH OTHER,2017-12-18T00:00:00.000Z,http://www.westsidesurgical.net/,NOT AVAILABLE,NOT AVAILABLE,48,PROPRIETARY,-999,12,NOT AVAILABLE,NOT AVAILABLE
POINT (-95.200291023 29.77063353),8423,0143877015,AD HOSPITAL EAST LLC,"12950 EAST FREEWAY,SUITE 100",HOUSTON,TX,77015,5710,(713) 330-3887,GENERAL ACUTE CARE,OPEN,4,HARRIS,48201,USA,29.770634,-95.200291,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,2017-12-14T00:00:00.000Z,IMAGERY WITH OTHER,2017-12-18T00:00:00.000Z,http://adhealthcare.net/,NOT AVAILABLE,VICTORY SURGICAL HOSPTIAL EAST HOUSTON LP,48,PROPRIETARY,-999,4,NOT AVAILABLE,NOT AVAILABLE
POINT (-103.646013698 48.155950764),8424,0004258801,CHI ST ALEXIUS HEALTH WILLISTON,1301 15TH AVE W,WILLISTON,ND,58801,NOT AVAILABLE,(701) 774-7400,CRITICAL ACCESS,OPEN,25,WILLIAMS,38105,USA,48.155951,-103.646014,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.ndhealth.gov/hf/North_Dakota_Hospitals_Critical_access.htm,2017-09-11T00:00:00.000Z,IMAGERY,2017-10-02T00:00:00.000Z,http://www.mercy-williston.org,5052A,NOT AVAILABLE,38,NON-PROFIT,-999,25,NOT AVAILABLE,NOT AVAILABLE
POINT (-97.377532571 27.684067537),8425,0000000039,CHRISTUS SPOHN HOSPITAL CORPUS CHRISTI SOUTH,5950 SARATOGA BLVD,CORPUS CHRISTI,TX,78414,NOT AVAILABLE,(361) 985-5000,GENERAL ACUTE CARE,OPEN,153,NUECES,48355,USA,27.684068,-97.377533,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,2017-12-14T00:00:00.000Z,IMAGERY WITH OTHER,2017-12-18T00:00:00.000Z,http://www.christusspohn.org/South,NOT AVAILABLE,NOT AVAILABLE,48,NON-PROFIT,-999,153,LEVEL IV,Y
POINT (-98.348261306 29.552464521),8426,0000000042,NORTHEAST METHODIST HOSPITAL,12412 JUDSON RD,LIVE OAK,TX,78233,NOT AVAILABLE,(210) 757-7000,GENERAL ACUTE CARE,OPEN,179,BEXAR,48029,USA,29.552465,-98.348261,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,2017-12-14T00:00:00.000Z,IMAGERY WITH OTHER,2017-12-18T00:00:00.000Z,http://sahealth.com/locations/northeast-methodist-hospital/,NOT AVAILABLE,NOT AVAILABLE,48,PROPRIETARY,-999,179,LEVEL IV,Y
POINT (-98.438486719 29.344788509),8427,0000000043,MISSION TRAIL BAPTIST HOSPITAL-ER,3333 RESEARCH PLZ,SAN ANTONIO,TX,78235,NOT AVAILABLE,(210) 297-3600,GENERAL ACUTE CARE,OPEN,110,BEXAR,48029,USA,29.344789,-98.438487,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,2017-12-14T00:00:00.000Z,IMAGERY WITH OTHER,2017-12-18T00:00:00.000Z,http://www.baptisthealthsystem.com/baptist-locations/mission-trail-baptist-hospital,NOT AVAILABLE,NOT AVAILABLE,48,NON-PROFIT,-999,110,LEVEL IV,Y
POINT (-97.688712477 30.626094749),8428,0000000044,ST DAVID'S GEORGETOWN HOSPITAL,2000 SCENIC DR,GEORGETOWN,TX,78626,NOT AVAILABLE,(512) 943-3000,GENERAL ACUTE CARE,OPEN,111,WILLIAMSON,48491,USA,30.626095,-97.688712,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,2017-12-14T00:00:00.000Z,IMAGERY WITH OTHER,2017-12-18T00:00:00.000Z,http://www.stdavids.com/locations-facilities/georgetown-hospital.aspx,NOT AVAILABLE,NOT AVAILABLE,48,NON-PROFIT,-999,111,LEVEL IV,Y
POINT (-98.491428289 29.620379095),8429,0000000045,NORTH CENTRAL BAPTIST HOSPITAL,520 MADISON OAK DR,SAN ANTONIO,TX,78258,NOT AVAILABLE,(210) 297-4000,GENERAL ACUTE CARE,OPEN,429,BEXAR,48029,USA,29.620379,-98.491428,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,2017-12-14T00:00:00.000Z,IMAGERY WITH OTHER,2017-12-18T00:00:00.000Z,http://www.baptisthealthsystem.com/,NOT AVAILABLE,NOT AVAILABLE,48,NON-PROFIT,-999,429,LEVEL III,Y
POINT (-98.429057978 29.519597002),8430,0000000046,NORTHEAST BAPTIST HOSPITAL,8811 VILLAGE DR,SAN ANTONIO,TX,78217,NOT AVAILABLE,(210) 297-2000,GENERAL ACUTE CARE,OPEN,371,BEXAR,48029,USA,29.519597,-98.429058,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,2017-12-14T00:00:00.000Z,IMAGERY WITH OTHER,2017-12-18T00:00:00.000Z,http://www.baptisthealthsystem.com/baptist-locations/northeast-baptist-hospital,NOT AVAILABLE,NOT AVAILABLE,48,NON-PROFIT,-999,371,LEVEL IV,NOT AVAILABLE
POINT (-98.490983968 29.441803431),8431,0000000048,METROPOLITAN METHODIST HOSPITAL,1310 MCCULLOUGH AVE,SAN ANTONIO,TX,78212,NOT AVAILABLE,(210) 757-2200,GENERAL ACUTE CARE,OPEN,354,BEXAR,48029,USA,29.441803,-98.490984,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,2017-12-14T00:00:00.000Z,IMAGERY WITH OTHER,2017-12-18T00:00:00.000Z,http://sahealth.com/locations/metropolitanmethodist/,NOT AVAILABLE,NOT AVAILABLE,48,PROPRIETARY,-999,354,LEVEL IV,NOT AVAILABLE
POINT (-98.574910873 29.512549405),8432,0000000050,ST LUKE'S BAPTIST HOSPITAL,7930 FLOYD CURL DR,SAN ANTONIO,TX,78229,NOT AVAILABLE,(210) 297-5000,GENERAL ACUTE CARE,OPEN,282,BEXAR,48029,USA,29.512549,-98.574911,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,2017-12-14T00:00:00.000Z,IMAGERY WITH OTHER,2017-12-18T00:00:00.000Z,http://www.baptisthealthsystem.com/baptist-locations/st-luke's-baptist-hospital,NOT AVAILABLE,NOT AVAILABLE,48,NON-PROFIT,-999,282,NOT AVAILABLE,NOT AVAILABLE
POINT (-97.157542993 31.489183064),8433,0000000051,BAYLOR SCOTT & WHITE MEDICAL CENTER - HILLCREST,100 HILLCREST MEDICAL BLVD,WACO,TX,76712,NOT AVAILABLE,(254) 202-9100,GENERAL ACUTE CARE,OPEN,-999,MCLENNAN,48309,USA,31.489183,-97.157543,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,2017-12-14T00:00:00.000Z,IMAGERY WITH OTHER,2017-12-18T00:00:00.000Z,http://www.sw.org/location/waco-hillcrest-medical-center,NOT AVAILABLE,HILLCREST BAPTIST MEDICAL CENTER,48,NON-PROFIT,-999,-999,LEVEL II,Y
POINT (-93.924439833 29.909424677),8434,0000000052,CHRISTUS SOUTHEAST TEXAS - ST MARY,3600 GATES BLVD,PORT ARTHUR,TX,77642,NOT AVAILABLE,(409) 985-7431,GENERAL ACUTE CARE,OPEN,227,JEFFERSON,48245,USA,29.909425,-93.92444,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,2017-12-14T00:00:00.000Z,IMAGERY WITH OTHER,2017-12-18T00:00:00.000Z,http://www.christushospital.org/,NOT AVAILABLE,NOT AVAILABLE,48,NON-PROFIT,-999,227,LEVEL IV,Y
POINT (-95.311881703 29.811933277),8435,0000000053,HARRIS HEALTH SYSTEM LYNDON B JOHNSON GENERAL HOSP,5656 KELLEY ST,HOUSTON,TX,77026,NOT AVAILABLE,(713) 566-6874,GENERAL ACUTE CARE,OPEN,221,HARRIS,48201,USA,29.811933,-95.311882,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,2017-12-14T00:00:00.000Z,IMAGERY WITH OTHER,2017-12-18T00:00:00.000Z,http://www.lbj.uth.tmc.edu/index.htm,NOT AVAILABLE,NOT AVAILABLE,48,NOT AVAILABLE,-999,221,LEVEL III,NOT AVAILABLE
POINT (-95.193346659 29.772366973),8436,0000000054,EAST HOUSTON REGIONAL MED CTR,13111 EAST FWY,HOUSTON,TX,77015,NOT AVAILABLE,(713) 393-2000,GENERAL ACUTE CARE,OPEN,131,HARRIS,48201,USA,29.772367,-95.193347,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,2017-12-14T00:00:00.000Z,IMAGERY WITH OTHER,2017-12-18T00:00:00.000Z,http://easthoustonrmc.com/,NOT AVAILABLE,NOT AVAILABLE,48,PROPRIETARY,-999,131,NOT AVAILABLE,NOT AVAILABLE
POINT (-98.455088565 29.68086195),8437,0071472858,BAPTIST EMERGENCY HOSPITAL - OVERLOOK,26515 NORTH US HIGHWAY 281,SAN ANTONIO,TX,72858,NOT AVAILABLE,(210) 572-2911,GENERAL ACUTE CARE,OPEN,8,BEXAR,48029,USA,29.680862,-98.455089,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,2017-12-14T00:00:00.000Z,IMAGERY WITH OTHER,2017-12-18T00:00:00.000Z,http://www.baptistemergencyhospital.com/,NOT AVAILABLE,NOT AVAILABLE,48,PROPRIETARY,-999,8,NOT AVAILABLE,Y
POINT (-98.648821025 29.570783721),8438,0071578249,BAPTIST EMERGENCY HOSPITAL - HAUSMAN,8230 NORTH 1604 WEST,SAN ANTONIO,TX,78249,NOT AVAILABLE,(210) 572-8885,GENERAL ACUTE CARE,OPEN,8,BEXAR,48029,USA,29.570784,-98.648821,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,2017-12-14T00:00:00.000Z,IMAGERY WITH OTHER,2017-12-18T00:00:00.000Z,http://www.baptistemergencyhospital.com/,NOT AVAILABLE,NOT AVAILABLE,48,PROPRIETARY,-999,8,NOT AVAILABLE,NOT AVAILABLE
POINT (-95.991677404 28.980047008),8439,0004877414,MATAGORDA REGIONAL MEDICAL CENTER,104 7TH STREET,BAY CITY,TX,77414,NOT AVAILABLE,(979) 245-6383,GENERAL ACUTE CARE,OPEN,58,MATAGORDA,48321,USA,28.980047,-95.991677,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,2017-12-14T00:00:00.000Z,IMAGERY,2017-12-18T00:00:00.000Z,http://www.matagordaregional.org,NOT AVAILABLE,NOT AVAILABLE,48,GOVERNMENT - DISTRICT/AUTHORITY,-999,58,LEVEL IV,Y
POINT (-98.533021169 29.351824554),8440,0071678224,BAPTIST EMERGENCY HOSPITAL - ZARZAMORA,7719 IH 35 SOUTH,SAN ANTONIO,TX,78224,NOT AVAILABLE,(210) 572-2955,GENERAL ACUTE CARE,OPEN,8,BEXAR,48029,USA,29.351825,-98.533021,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,2017-12-14T00:00:00.000Z,IMAGERY WITH OTHER,2017-12-18T00:00:00.000Z,http://www.baptistemergencyhospital.com/,NOT AVAILABLE,NOT AVAILABLE,48,PROPRIETARY,-999,8,NOT AVAILABLE,NOT AVAILABLE
POINT (-95.38867972 29.563500446),8441,0072477584,MEMORIAL HERMANN PEARLAND HOSPITAL,16100 SOUTH FREEWAY,PEARLAND,TX,77584,NOT AVAILABLE,(713) 413-6580,GENERAL ACUTE CARE,OPEN,64,BRAZORIA,48039,USA,29.5635,-95.38868,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,2017-12-14T00:00:00.000Z,IMAGERY,2017-12-18T00:00:00.000Z,http://mhmg.memorialhermann.org/,NOT AVAILABLE,NOT AVAILABLE,48,NON-PROFIT,-999,64,NOT AVAILABLE,NOT AVAILABLE
POINT (-95.39018235 29.577701069),8442,0072577584,PEARLAND MEDICAL CENTER,11100 SHADOW CREEK PARKWAY,PEARLAND,TX,77584,NOT AVAILABLE,(713) 770-7100,GENERAL ACUTE CARE,OPEN,34,BRAZORIA,48039,USA,29.577701,-95.390182,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,2017-12-14T00:00:00.000Z,IMAGERY,2017-12-18T00:00:00.000Z,http://pearlandmc.com/,NOT AVAILABLE,NOT AVAILABLE,48,PROPRIETARY,-999,34,NOT AVAILABLE,Y
POINT (-98.304537961 30.512811247),8443,0072778654,BAYLOR SCOTT & WHITE MEDICAL CENTER - MARBLE FALLS,810 W HIGHWAY 71,MARBLE FALLS,TX,78654,NOT AVAILABLE,(830) 201-8000,GENERAL ACUTE CARE,OPEN,46,BURNET,48053,USA,30.512811,-98.304538,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,2017-12-14T00:00:00.000Z,IMAGERY,2017-12-18T00:00:00.000Z,http://www.sw.org/location/marble-falls-hospital,NOT AVAILABLE,NOT AVAILABLE,48,NON-PROFIT,-999,46,LEVEL IV,Y
POINT (-96.624352816 33.012233934),8444,0073075094,BAYLOR EMERGENCY MEDICAL CENTER,"511 FM 544,SUITE 100",MURPHY,TX,75094,NOT AVAILABLE,(214) 294-6150,GENERAL ACUTE CARE,OPEN,8,COLLIN,48083,USA,33.012234,-96.624353,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,2017-12-14T00:00:00.000Z,IMAGERY WITH OTHER,2017-12-18T00:00:00.000Z,http://www.bayloremc.com/,NOT AVAILABLE,NOT AVAILABLE,48,PROPRIETARY,-999,8,NOT AVAILABLE,N
