geometry,objectid_1,objectid,id,name,telephone,address,address2,city,state,zip,zipp4,county,fips,directions,emergtitle,emergtel,emergext,contdate,conthow,geodate,geohow,hsipthemes,naicscode,naicsdescr,geolinkid,x,y,st_vendor,st_version,geoprec,phoneloc,qc_qa,generator,basement,website,tot_staff,eoc_cap,has_food,med_supp,agenonsite,lvlgovop,fax,source,state_id,email,cont1phone,cont1ext,cont1fax,cont1email,cont2phone,cont2ext,cell,cell2,pager,pager_ext,other,other2,dispatch,pocphone,comments,region,type,permanent,class,coverage,ruleid
POINT (-99.7612113 41.4842398998),1853,4437,10213356,MERNA EMERGENCY OPERATIONS CENTER,308-643-2281,428 EAST CENTER AVENUE,MERNA COMMUNITY BUILDING,MERNA,NE,68856,5580,CUSTER,31041,LOCATED ON THE NORTH SIDE OF CENTER AVENUE BETWEEN THOMAS STREET & PRICE ST,,,,2009-09-11T00:00:00.000Z,PHONE,2009-09-11T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; EMERGENCY SERVICES AND CONTINUITY OF GOVERNMENT; EMERGENCY MANAGEMENT AND OPERATION CENTERS; STATE AND LOCAL OFFICES",922190,"EMERGENCY PLANNING AND MANAGEMENT OFFICES, GOVERNMENT",96744263,-99.761211,41.48424,NAVTEQ,2009Q2,ONENTITY,t,TGS,Y,N,,0,0,,,,LOCAL,,NEEMA,,,,,,,,,,,,,,,,,,,,,,,1
POINT (-98.8971542002 35.6725886003),1854,4438,10220277,CUSTER CITY EMERGENCY MANAGEMENT-EMERGENCY OPERATIONS CENTER-ALTERNATE,580-593-2257,HARRISON AVENUE,CUSTER CITY HIGH SCHOOL,CUSTER CITY,OK,73639,,CUSTER,40039,,,,,2009-09-11T00:00:00.000Z,PHONE,2009-09-11T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; EMERGENCY SERVICES AND CONTINUITY OF GOVERNMENT; EMERGENCY MANAGEMENT AND OPERATION CENTERS; STATE AND LOCAL OFFICES",922190,"EMERGENCY PLANNING AND MANAGEMENT OFFICES, GOVERNMENT",100295920,-98.897154,35.672589,NAVTEQ,2009Q2,ONENTITY,t,TGS,N,N,,0,0,,,,LOCAL,,TGS,,,,,,,,,,,,,,,,,,,ALTERNATE,,,,1
POINT (-96.3921003003 35.8334596999),1855,4439,10214039,BRISTOW EMERGENCY MANAGEMENT-EMERGENCY OPERATIONS CENTER,918-367-2251,110 WEST 7TH AVENUE,BRISTOW POLICE DEPARTMENT BASEMENT,BRISTOW,OK,74010,2440,CREEK,40037,"LOCATED ON THE SOUTH SIDE OF WEST 7TH AVENUE, .06 MILE WEST OF THE INTERSECTION OF NORTH MAIN STREET AND WEST 7TH AVENUE.",,,,2009-09-10T00:00:00.000Z,PHONE,2009-09-10T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; EMERGENCY SERVICES AND CONTINUITY OF GOVERNMENT; EMERGENCY MANAGEMENT AND OPERATION CENTERS; STATE AND LOCAL OFFICES",922190,"EMERGENCY PLANNING AND MANAGEMENT OFFICES, GOVERNMENT",100281986,-96.3921,35.83346,NAVTEQ,2009Q2,ONENTITY,t,TGS,Y,Y,,0,0,,,,LOCAL,,OKOEM,,BRISTOWCD27@SBCGLOBAL.NET,,,,,,,,,,,,,,,,,,,,,1
POINT (-97.8986238003 36.2792747999),1856,4440,10214326,WAUKOMIS EMERGENCY OPERATIONS CENTER,580-758-3242,121 SOUTH MAIN STREET,WAUKOMIS CITY HALL,WAUKOMIS,OK,73773,4234,GARFIELD,40047,ON THE NORTHEAST CORNER OF MAIN STREET AND WEST KING AVENUE,,,,2009-09-14T00:00:00.000Z,PHONE,2009-09-14T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; EMERGENCY SERVICES AND CONTINUITY OF GOVERNMENT; EMERGENCY MANAGEMENT AND OPERATION CENTERS; STATE AND LOCAL OFFICES",922190,"EMERGENCY PLANNING AND MANAGEMENT OFFICES, GOVERNMENT",18102601,-97.898624,36.279275,NAVTEQ,2009Q2,ONENTITY,t,TGS,Y,N,,0,0,,,,LOCAL,,OKOEM,,,,,,,,,,,,,,,,,,,,,,,1
POINT (-97.9521257997 35.0157391002),1857,4441,10214066,CHICKASHA EMERGENCY OPERATIONS STAFF,405-222-6030,1528 WEST COUNTRY CLUB ROAD,CHICKASHA FIRE AND EMERGENCY MEDICAL SERVICES STATION 2 BASEMENT,CHICKASHA,OK,73018,7711,GRADY,40051,LOCATED ON THE NORTHEAST CORNER OF SOUTH 16TH STREET AND WEST COUNTRY CLUB ROAD.,,,,2009-09-11T00:00:00.000Z,PHONE,2009-09-11T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; EMERGENCY SERVICES AND CONTINUITY OF GOVERNMENT; EMERGENCY MANAGEMENT AND OPERATION CENTERS; STATE AND LOCAL OFFICES",922190,"EMERGENCY PLANNING AND MANAGEMENT OFFICES, GOVERNMENT",100341462,-97.952126,35.015739,NAVTEQ,2009Q2,ONENTITY,t,TGS,Y,Y,,0,0,,,,LOCAL,,OKOEM,,,,,,,,,,,,,,,,,,,,,,,1
POINT (-98.9670549996 35.5156450001),1858,4442,10214074,CLINTON EMERGENCY MANAGEMENT-EMERGENCY OPERATIONS CENTER,580-323-2298,523 WEST GARY BOULEVARD,CLINTON FIRE DEPARTMENT,CLINTON,OK,73601,2839,CUSTER,40039,"LOCATED ON THE NORTH SIDE OF WEST GARY BOULEVARD, ABOUT.03 MILE WEST OF THE INTERSECTION OF NORTH 5TH STREET AND WEST GARY BOULEVARD.",,,,2009-09-10T00:00:00.000Z,PHONE,2009-09-10T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; EMERGENCY SERVICES AND CONTINUITY OF GOVERNMENT; EMERGENCY MANAGEMENT AND OPERATION CENTERS; STATE AND LOCAL OFFICES",922190,"EMERGENCY PLANNING AND MANAGEMENT OFFICES, GOVERNMENT",99900211,-98.967055,35.515645,NAVTEQ,2009Q2,ONENTITY,t,TGS,Y,N,,0,0,,,,LOCAL,,OKOEM,,FIRECHIEF@CLINTONOKLA.ORG,,,,,,,,,,,,,,,,,,,,,1
POINT (-98.9599640999 35.5792046996),1859,4443,10214088,CUSTER COUNTY EMERGENCY MANAGEMENT-EMERGENCY OPERATIONS CENTER,580-323-4105,675 B STREET,CUSTER COUNTY COURTHOUSE,ARAPAHO,OK,73620,,CUSTER,40039,"LOCATED ON THE NORTH SIDE OF B STREET, .03 MILE EAST OF THE INTERSECTION OF NORTH 7TH STREET AND B STREET .",,,,2009-09-11T00:00:00.000Z,PHONE,2009-09-11T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; EMERGENCY SERVICES AND CONTINUITY OF GOVERNMENT; EMERGENCY MANAGEMENT AND OPERATION CENTERS; STATE AND LOCAL OFFICES",922190,"EMERGENCY PLANNING AND MANAGEMENT OFFICES, GOVERNMENT",100300559,-98.959964,35.579205,NAVTEQ,2009Q2,ONENTITY,t,TGS,,N,,0,0,,,,COUNTY,,OKOEM,,,,,,,,,,,,,,,,,,,,,,,1
POINT (-97.4365096999 35.4504085002),1860,4444,10214093,DEL CITY EMERGENCY MANAGEMENT-EMERGENCY OPERATIONS CENTER,405-671-2890,4501 SOUTHEAST 15TH STREET,DEL CITY FIRE DEPARTMENT STATION 1,DEL CITY,OK,73115,,OKLAHOMA,40109,LOCATED .05 MILE EAST OF WOODEDGE DRIVE ON THE NORTH SIDE OF SOUTHEAST 15TH STREET.,,,,2009-09-14T00:00:00.000Z,PHONE,2009-09-14T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; EMERGENCY SERVICES AND CONTINUITY OF GOVERNMENT; EMERGENCY MANAGEMENT AND OPERATION CENTERS; STATE AND LOCAL OFFICES",922190,"EMERGENCY PLANNING AND MANAGEMENT OFFICES, GOVERNMENT",30435932,-97.43651,35.450409,NAVTEQ,2009Q2,ONENTITY,t,TGS,Y,N,,0,0,,,,LOCAL,,OKOEM,,DCFIRE@0KLAHOMA.NET,,,,,,,,,,,,,,,,,,,,,1
POINT (-96.9969282002 34.1864671001),1861,4445,10214098,DICKSON EMERGENCY MANAGEMENT-EMERGENCY OPERATIONS CENTER,580-226-2814,5431 STATE HIGHWAY 199,DICKSON VOLUNTEER FIRE DEPARTMENT,ARDMORE,OK,73401,,CARTER,40019,,,,,2009-09-10T00:00:00.000Z,PHONE,2009-09-10T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; EMERGENCY SERVICES AND CONTINUITY OF GOVERNMENT; EMERGENCY MANAGEMENT AND OPERATION CENTERS; STATE AND LOCAL OFFICES",922190,"EMERGENCY PLANNING AND MANAGEMENT OFFICES, GOVERNMENT",759914720,-96.996928,34.186467,NAVTEQ,2009Q2,ONENTITY,t,TGS,Y,N,,0,0,,,,LOCAL,,OKOEM,,,,,,,,,,,,,,,,,,,,,,,1
POINT (-98.7903504003 40.4770694002),1862,4447,10213375,NORMAN EMERGENCY OPERATIONS CENTER,402-756-0612,NORMAN AVENUE,NORMAN TOWN HALL BASEMENT,NORMAN,NE,68959,,KEARNEY,31099,,,,,2009-09-14T00:00:00.000Z,PHONE,2009-09-14T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; EMERGENCY SERVICES AND CONTINUITY OF GOVERNMENT; EMERGENCY MANAGEMENT AND OPERATION CENTERS; STATE AND LOCAL OFFICES",922190,"EMERGENCY PLANNING AND MANAGEMENT OFFICES, GOVERNMENT",96881901,-98.79035,40.477069,NAVTEQ,2009Q2,ONENTITY,f,TGS,N,Y,,0,0,,,,LOCAL,,NEEMA,,,,,,,,,,,,,,,,,,,,,,,1
POINT (-96.6030504997 35.9882276999),1863,4448,10214102,DRUMRIGHT EMERGENCY MANAGEMENT-EMERGENCY OPERATIONS CENTER,918-352-2151,124 WEST BROADWAY STREET,DRUMRIGHT POLICE DEPARTMENT DISPATCH ROOM,DRUMRIGHT,OK,74030,3606,CREEK,40037,,,,,2009-09-10T00:00:00.000Z,PHONE,2009-09-10T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; EMERGENCY SERVICES AND CONTINUITY OF GOVERNMENT; EMERGENCY MANAGEMENT AND OPERATION CENTERS; STATE AND LOCAL OFFICES",922190,"EMERGENCY PLANNING AND MANAGEMENT OFFICES, GOVERNMENT",99852315,-96.60305,35.988228,NAVTEQ,2009Q2,ONENTITY,t,TGS,Y,N,,0,0,,,,LOCAL,,OKOEM,,,,,,,,,,,,,,,,,,,,,,,1
POINT (-97.4278928998 35.8782701),1864,4450,10221252,GUTHRIE EMERGENCY OPERATIONS CENTER,405-282-3535,306 WEST OKLAHOMA AVENUE,GUTHRIE CITY HALL EMERGENCY OPERATIONS ROOM,GUTHRIE,OK,73044,3108,LOGAN,40083,LOCATED ON THE NORTHWEST CORNER OF NORTH 2ND STREET AND WEST OKLAHOMA AVENUE.,,,,2009-09-14T00:00:00.000Z,PHONE,2009-09-14T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; EMERGENCY SERVICES AND CONTINUITY OF GOVERNMENT; EMERGENCY MANAGEMENT AND OPERATION CENTERS; STATE AND LOCAL OFFICES",922190,"EMERGENCY PLANNING AND MANAGEMENT OFFICES, GOVERNMENT",100430548,-97.427893,35.87827,NAVTEQ,2009Q2,ONENTITY,t,TGS,Y,N,,0,0,,,,LOCAL,,TGS,,,,,,,,,,,,,,,,,,,,,,,1
POINT (-95.5225749997 35.4691452002),1865,4451,10214062,CHECOTAH EMERGENCY OPERATIONS CENTER,918-473-4555,131 SOUTHWEST MAIN STREET,CHECOTAH POLICE DEPARTMENT,CHECOTAH,OK,74426,3819,MCINTOSH,40091,LOCATED ON THE NORTHWEST CORNER OF WEST LAFAYETTE AVENUE AND SOUTHWEST MAIN STREET.,,,,2009-09-14T00:00:00.000Z,PHONE,2009-09-14T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; EMERGENCY SERVICES AND CONTINUITY OF GOVERNMENT; EMERGENCY MANAGEMENT AND OPERATION CENTERS; STATE AND LOCAL OFFICES",922190,"EMERGENCY PLANNING AND MANAGEMENT OFFICES, GOVERNMENT",100305018,-95.522575,35.469145,NAVTEQ,2009Q2,ONENTITY,t,TGS,Y,N,,0,0,,,,LOCAL,,OKOEM,,,,,,,,,,,,,,,,,,,,,,,1
POINT (-94.8269586002 33.8927503996),1866,4452,10214162,IDABEL EMERGENCY OPERATIONS CENTER / MCCURTAIN COUNTY EMERGENCY OPERATIONS CENTER-ALTERNATE,580-286-6554,207 SOUTH CENTRAL AVENUE,IDABEL POLICE DEPARTMENT,IDABEL,OK,74745,4849,MCCURTAIN,40089,LOCATED ON THE SOUTH CORNER OF SOUTHWEST ADAMS STREET AND SOUTH CENTRAL AVENUE.,,,,2009-09-14T00:00:00.000Z,PHONE,2009-09-14T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; EMERGENCY SERVICES AND CONTINUITY OF GOVERNMENT; EMERGENCY MANAGEMENT AND OPERATION CENTERS; STATE AND LOCAL OFFICES",922190,"EMERGENCY PLANNING AND MANAGEMENT OFFICES, GOVERNMENT",99881040,-94.826959,33.89275,NAVTEQ,2009Q2,ONENTITY,t,TGS,Y,N,,0,0,,,,COUNTY,,OKOEM,,IDABELFIRE@HOTMAIL.COM,,,,,,,,,,,,,,,,,ALTERNATE,,,,1
POINT (-95.1679522003 36.2011951001),1867,4453,10214186,TOWN OF LOCUST GROVE EMERGENCY OPERATIONS CENTER,918-479-5354,109 EAST ROSS,LOCUST GROVE TOWN HALL,LOCUST GROVE,OK,74352,,MAYES,40097,LOCATED ON THE NORTHWEST CORNER OF EAST ROSS AVENUE AND FLOYD CUNNINGHAM DRIVE.,,,,2009-09-14T00:00:00.000Z,PHONE,2009-09-14T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; EMERGENCY SERVICES AND CONTINUITY OF GOVERNMENT; EMERGENCY MANAGEMENT AND OPERATION CENTERS; STATE AND LOCAL OFFICES",922190,"EMERGENCY PLANNING AND MANAGEMENT OFFICES, GOVERNMENT",100258791,-95.167952,36.201195,NAVTEQ,2009Q2,ONENTITY,t,TGS,N,N,,0,0,,,,LOCAL,,OKOEM,,,,,,,,,,,,,,,,,,,,,,,1
POINT (-95.3102426998 36.3058238996),1868,4454,10214262,MAYES COUNTY EMERGENCY OPERATIONS CENTER / PRYOR CREEK EMERGENCY OPERATIONS CENTER,918-825-4650,700 EAST GRAHAM AVENUE,,PRYOR,OK,74361,3814,MAYES,40097,,,,,2009-09-14T00:00:00.000Z,PHONE,2009-09-14T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; EMERGENCY SERVICES AND CONTINUITY OF GOVERNMENT; EMERGENCY MANAGEMENT AND OPERATION CENTERS; STATE AND LOCAL OFFICES",922190,"EMERGENCY PLANNING AND MANAGEMENT OFFICES, GOVERNMENT",100251377,-95.310243,36.305824,NAVTEQ,2009Q2,ONENTITY,t,TGS,Y,N,,0,0,,,,COUNTY,,OKOEM,,,,,,,,,,,,,,,,,,,,,,,1
POINT (-102.9798815 41.1422343996),1869,4456,10213418,REGION 21 EMERGENCY OPERATIONS CENTER-ALTERNATE,308-254-5300,1115 13TH AVENUE,SIDNEY CITY OFFICES,SIDNEY,NE,69162,2013,CHEYENNE,31033,,,,,2009-09-09T00:00:00.000Z,PHONE,2009-09-09T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; EMERGENCY SERVICES AND CONTINUITY OF GOVERNMENT; EMERGENCY MANAGEMENT AND OPERATION CENTERS; STATE AND LOCAL OFFICES",922190,"EMERGENCY PLANNING AND MANAGEMENT OFFICES, GOVERNMENT",96781802,-102.979882,41.142234,NAVTEQ,2009Q2,ONENTITY,t,TGS,Y,N,,0,0,,,,LOCAL,,NEEMA,,,,,,,,,,,,,,,,,,,ALTERNATE,,,,1
POINT (-97.2221602 34.7404690997),1870,4458,10214128,GARVIN COUNTY EMERGENCY MANAGEMENT-EMERGENCY OPERATIONS CENTER,405-238-2685,201 WEST GRANT AVENUE,GARVIN COUNTY COURTHOUSE,PAULS VALLEY,OK,73075,3248,GARVIN,40049,NORTHWEST SIDE OF WEST GRANT AVENUE BETWEEN N WALNUT ST AND N WILLOW ST,,,,2009-09-11T00:00:00.000Z,PHONE,2009-09-11T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; EMERGENCY SERVICES AND CONTINUITY OF GOVERNMENT; EMERGENCY MANAGEMENT AND OPERATION CENTERS; STATE AND LOCAL OFFICES",922190,"EMERGENCY PLANNING AND MANAGEMENT OFFICES, GOVERNMENT",18097845,-97.22216,34.740469,NAVTEQ,2009Q2,ONENTITY,t,TGS,Y,N,,0,0,,,,COUNTY,,OKOEM,,,,,,,,,,,,,,,,,,,,,,,1
POINT (-98.6484464996 40.4644814),1871,4459,10213314,ADAMS COUNTY EMERGENCY OPERATIONS CENTER STATION 70,402-756-5042,9780 SOUTH HOLSTEIN AVENUE,HOLSTEIN RURAL FIRE DEPARTMENT,HOLSTEIN,NE,68950,,ADAMS,31001,,,,,2009-09-09T00:00:00.000Z,PHONE,2009-09-09T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; EMERGENCY SERVICES AND CONTINUITY OF GOVERNMENT; EMERGENCY MANAGEMENT AND OPERATION CENTERS; STATE AND LOCAL OFFICES",922190,"EMERGENCY PLANNING AND MANAGEMENT OFFICES, GOVERNMENT",96493636,-98.648447,40.464481,NAVTEQ,2009Q2,ONENTITY,t,TGS,,,,0,0,,,,COUNTY,,NEEMA,,,,,,,,,,,,,,,,,,,,,,,1
POINT (-97.7342979002 36.8085436),1872,4461,10214139,EMERGENCY OPERATIONS CENTER,580-395-2356,219 NORTH 1ST STREET,GRANT COUNTY COURTHOUSE BASEMENT,MEDFORD,OK,73759,1203,GRANT,40053,LOCATED ON THE WEST SIDE OF 1ST STREET BETWEEN EAST OKLAHOMA STREET AND GUTHRIE STREET.,,,,2009-09-11T00:00:00.000Z,PHONE,2009-09-11T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; EMERGENCY SERVICES AND CONTINUITY OF GOVERNMENT; EMERGENCY MANAGEMENT AND OPERATION CENTERS; STATE AND LOCAL OFFICES",922190,"EMERGENCY PLANNING AND MANAGEMENT OFFICES, GOVERNMENT",99820851,-97.734298,36.808544,NAVTEQ,2009Q2,ONENTITY,t,TGS,Y,Y,,0,0,,,,LOCAL,,OKOEM,,,,,,,,,,,,,,,,,,,,,,,1
POINT (-97.1961696998 35.6619548997),1873,4464,10214189,LUTHER EMERGENCY MANAGEMENT AGENCY-EMERGENCY OPERATIONS CENTER,405-277-3833,119 SOUTH MAIN STREET,,LUTHER,OK,73054,,OKLAHOMA,40109,LOCATED ON THE WEST SIDE OF SOUTH MAIN STREET BETWEEN WEST 1ST STREET AND SOUTHWEST 2ND STREET.,,,,2009-09-14T00:00:00.000Z,PHONE,2009-09-14T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; EMERGENCY SERVICES AND CONTINUITY OF GOVERNMENT; EMERGENCY MANAGEMENT AND OPERATION CENTERS; STATE AND LOCAL OFFICES",922190,"EMERGENCY PLANNING AND MANAGEMENT OFFICES, GOVERNMENT",30410196,-97.19617,35.661955,NAVTEQ,2009Q2,ONENTITY,t,TGS,,N,,0,0,,,,LOCAL,,OKOEM,,,,,,,,,,,,,,,,,,,,,,,1
POINT (-95.5093736997 34.0088971004),1874,4465,10214159,CITY OF HUGO EMERGENCY MANAGEMENT-EMERGENCY OPERATIONS CENTER,580-326-2130,305 EAST JEFFERSON STREET,CHOCTAW COUNTY SHERIFFS OFFICE,HUGO,OK,74743,4405,CHOCTAW,40023,"LOCATED ON THE NORTH SIDE OF EAST JEFFERSON STREET, .03 MILE WEST OF THE INTERSECTION OF SOUTH 4TH STREET AND EAST JEFFERSON STREET.",,,,2009-09-10T00:00:00.000Z,PHONE,2009-09-10T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; EMERGENCY SERVICES AND CONTINUITY OF GOVERNMENT; EMERGENCY MANAGEMENT AND OPERATION CENTERS; STATE AND LOCAL OFFICES",922190,"EMERGENCY PLANNING AND MANAGEMENT OFFICES, GOVERNMENT",100402322,-95.509374,34.008897,NAVTEQ,2009Q2,ONENTITY,t,TGS,Y,N,,0,0,,,,LOCAL,,OKOEM,,,,,,,,,,,,,,,,,,,,,,,1
POINT (-95.3154721 36.3090068997),1875,4466,10214200,MAYES COUNTY EMERGENCY OPERATIONS CENTER-ALTERNATE,918-825-3535,1 COURT PLACE,MAYES COUNTY COURTHOUSE,PRYOR,OK,74361,2469,MAYES,40097,LOCATED ON THE NORTH SIDE OF COURT PLACE BETWEEN NORTH ADAIR STREET AND VANN STREET.,,,,2009-09-14T00:00:00.000Z,PHONE,2009-09-14T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; EMERGENCY SERVICES AND CONTINUITY OF GOVERNMENT; EMERGENCY MANAGEMENT AND OPERATION CENTERS; STATE AND LOCAL OFFICES",922190,"EMERGENCY PLANNING AND MANAGEMENT OFFICES, GOVERNMENT",100251118,-95.315472,36.309007,NAVTEQ,2009Q2,ONENTITY,t,TGS,Y,N,,0,0,,,,COUNTY,,OKOEM,,DIRECTOR@MAYESCEM.US,,,,,,,,,,,,,,,,,ALTERNATE,,,,1
POINT (-95.5539950002 34.8446833998),1876,4467,10214147,HARTSHORNE EMERGENCY OPERATIONS CENTER,918-297-2544,1101 PENNSYLVANIA AVENUE,HARTSHORNE CITY HALL,HARTSHORNE,OK,74547,3833,PITTSBURG,40121,,,,,2009-09-14T00:00:00.000Z,PHONE,2009-09-14T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; EMERGENCY SERVICES AND CONTINUITY OF GOVERNMENT; EMERGENCY MANAGEMENT AND OPERATION CENTERS; STATE AND LOCAL OFFICES",922190,"EMERGENCY PLANNING AND MANAGEMENT OFFICES, GOVERNMENT",99881747,-95.553995,34.844683,NAVTEQ,2009Q2,ONENTITY,t,TGS,Y,N,,0,0,,,,LOCAL,,OKOEM,,,,,,,,,,,,,,,,,,,,,,,1
POINT (-97.2557716998 35.9438748002),1877,4468,10214179,LANGSTON EMERGENCY MANAGEMENT AGENCY-EMERGENCY OPERATIONS CENTER,405-466-2271,222 NORTH TOLSON STREET,LANGSTON CITY HALL,COYLE,OK,73027,,LOGAN,40083,LOCATED ON THE EAST SIDE OF TOLSON STREET BETWEEN WEST HALE STREET AND WEST DREXAL STREET.,,,,2009-09-14T00:00:00.000Z,PHONE,2009-09-14T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; EMERGENCY SERVICES AND CONTINUITY OF GOVERNMENT; EMERGENCY MANAGEMENT AND OPERATION CENTERS; STATE AND LOCAL OFFICES",922190,"EMERGENCY PLANNING AND MANAGEMENT OFFICES, GOVERNMENT",100426100,-97.255772,35.943875,NAVTEQ,2009Q2,ONENTITY,t,TGS,N,N,,0,0,,,,LOCAL,,OKOEM,,,,,,,,,,,,,,,,,,,,,,,1
POINT (-96.4993993002 41.4176485003),1878,4475,10213321,INGLEWOOD EMERGENCY OPERATIONS CENTER,402-721-3124,140 BOULEVARD STREET,INGLEWOOD VILLAGE HALL,FREMONT,NE,68025,9300,DODGE,31053,,,,,2009-09-11T00:00:00.000Z,PHONE,2009-09-11T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; EMERGENCY SERVICES AND CONTINUITY OF GOVERNMENT; EMERGENCY MANAGEMENT AND OPERATION CENTERS; STATE AND LOCAL OFFICES",922190,"EMERGENCY PLANNING AND MANAGEMENT OFFICES, GOVERNMENT",105695187,-96.499399,41.417648,NAVTEQ,2009Q2,ONENTITY,t,TGS,N,N,,0,0,,,,LOCAL,,NEEMA,,,,,,,,,,,,,,,,,,,,,,,1
POINT (-94.79708 36.4217312),1879,4477,10214165,DELAWARE COUNTY EMERGENCY OPERATIONS CENTER,918-253-8222,224 SOUTH 5TH STREET,OLD JAY FIRE STATION,JAY,OK,74346,,DELAWARE,40041,LOCATED ON THE NORTHEAST CORNER OF THE INTERSECTION OF RAINBOW AVENUE AND SOUTH 5TH STREET.,,,,2009-09-14T00:00:00.000Z,PHONE,2009-09-14T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; EMERGENCY SERVICES AND CONTINUITY OF GOVERNMENT; EMERGENCY MANAGEMENT AND OPERATION CENTERS; STATE AND LOCAL OFFICES",922190,"EMERGENCY PLANNING AND MANAGEMENT OFFICES, GOVERNMENT",99817949,-94.79708,36.421731,NAVTEQ,2009Q2,ONENTITY,t,TGS,Y,N,,0,0,,,,COUNTY,,OKOEM,,,,,,,,,,,,,,,,,,,,,,,1
POINT (-95.3724656003 35.7508024996),1880,4478,10214219,MUSKOGEE COUNTY EMERGENCY MANAGEMENT AGENCY-EMERGENCY OPERATIONS CENTER,918-687-0202,220 STATE STREET,MUSKOGEE COUNTY COURTHOUSE BASEMENT,MUSKOGEE,OK,74401,6647,MUSKOGEE,40101,,,,,2009-09-14T00:00:00.000Z,PHONE,2009-09-14T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; EMERGENCY SERVICES AND CONTINUITY OF GOVERNMENT; EMERGENCY MANAGEMENT AND OPERATION CENTERS; STATE AND LOCAL OFFICES",922190,"EMERGENCY PLANNING AND MANAGEMENT OFFICES, GOVERNMENT",100287153,-95.372466,35.750802,NAVTEQ,2009Q2,ONENTITY,t,TGS,Y,Y,,0,0,,,,COUNTY,,OKOEM,,MCEM@INTELLEX.COM,,,,,,,,,,,,,,,,,,,,,1
POINT (-99.299175 36.1494254998),1881,4479,10214316,VICI EMERGENCY OPERATIONS CENTER,580-995-4435,106 WEST BROADWAY STREET,VICI CITY HALL,VICI,OK,73859,,DEWEY,40043,"LOCATED ON THE SOUTH SIDE OF WEST BROADWAY STREET, .03 MILE WEST OF THE INTERSECTION OF MAIN STREET AND WEST BROADWAY STREET.",,,,2009-09-11T00:00:00.000Z,PHONE,2009-09-11T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; EMERGENCY SERVICES AND CONTINUITY OF GOVERNMENT; EMERGENCY MANAGEMENT AND OPERATION CENTERS; STATE AND LOCAL OFFICES",922190,"EMERGENCY PLANNING AND MANAGEMENT OFFICES, GOVERNMENT",18093790,-99.299175,36.149425,NAVTEQ,2009Q2,ONENTITY,t,TGS,,,,0,0,,,,LOCAL,,OKOEM,,,,,,,,,,,,,,,,,,,,,,,1
