geometry,ident,type,name,latitude_d,longitude,elevation,continent,iso_countr,iso_region,municipali,scheduled,gps_code,iata_code,status,objectid
POINT (2.512020111 27.25099945),DAUI,medium_airport,In Salah Airport,27.25099945,2.512020111,896,Africa,DZ,DZ-11,In Salah,yes,DAUI,INZ,,74
POINT (6.088669777 33.06779861),DAUK,medium_airport,Touggourt Sidi Madhi Airport,33.06779861,6.088669777,279,Africa,DZ,DZ-30,Touggourt,yes,DAUK,TGR,,75
POINT (6.776790142 33.51139832),DAUO,medium_airport,Guemar Airport,33.51139832,6.776790142,203,Africa,DZ,DZ-39,Guemar,yes,DAUO,ELU,,76
POINT (0.276033014 29.2371006),DAUT,medium_airport,Timimoun Airport,29.2371006,0.276033014,1027,Africa,DZ,DZ-01,Timimoun,yes,DAUT,TMX,,77
POINT (9.642910004 28.05150032),DAUZ,medium_airport,In Aménas Airport,28.05150032,9.642910004,1847,Africa,DZ,DZ-33,Aménas,yes,DAUZ,IAM,,78
POINT (3.311539888 32.93040085),DAFH,medium_airport,Hassi R'Mel Airport,32.93040085,3.311539888,2540,Africa,DZ,DZ-03,,yes,DAFH,HRM,,79
POINT (-8.167099953 27.7003994),DAOF,medium_airport,Tindouf Airport,27.7003994,-8.167099953,1453,Africa,DZ,DZ-37,Tindouf,yes,DAOF,TIN,,80
POINT (-2.269860029 31.64570045),DAOR,medium_airport,Béchar Boudghene Ben Ali Lotfi Airport,31.64570045,-2.269860029,2661,Africa,DZ,DZ-08,Béchar,yes,DAOR,CBH,,81
POINT (5.738230228 34.79330063),DAUB,medium_airport,Biskra Airport,34.79330063,5.738230228,289,Africa,DZ,DZ-07,Biskra,yes,DAUB,BSK,,82
POINT (5.412779808 31.91720009),DAUU,medium_airport,Ain el Beida Airport,31.91720009,5.412779808,492,Africa,DZ,DZ-30,Ouargla,yes,DAUU,OGX,,83
POINT (5.32449007 36.17810059),DAAS,medium_airport,Ain Arnat Airport,36.17810059,5.32449007,3360,Africa,DZ,DZ-19,Sétif,yes,DAAS,QSF,,84
POINT (31.01199913 27.04649925),HEAT,medium_airport,Assiut International Airport,27.04649925,31.01199913,772,Africa,EG,EG-WAD,Assiut,yes,HEAT,ATZ,Restrictions,85
POINT (29.94890022 31.18390083),HEAX,medium_airport,El Nouzha Airport,31.18390083,29.94890022,-6,Africa,EG,EG-ALX,Alexandria,yes,HEAX,ALY,,86
POINT (29.69639969 30.91769981),HEBA,medium_airport,Borg El Arab International Airport,30.91769981,29.69639969,177,Africa,EG,EG-ALX,Alexandria,yes,HEBA,HBE,Restrictions,87
POINT (31.61170006 22.37599945),HEBL,medium_airport,Abu Simbel Airport,22.37599945,31.61170006,616,Africa,EG,EG-ASN,Abu Simbel,yes,HEBL,ABS,,88
POINT (31.40559959 30.12190056),HECA,large_airport,Cairo International Airport,30.12190056,31.40559959,382,Africa,EG,EG-C,Cairo,yes,HECA,CAI,Restrictions,89
POINT (33.79940033 27.17830086),HEGN,large_airport,Hurghada International Airport,27.17830086,33.79940033,52,Africa,EG,EG-BA,Hurghada,yes,HEGN,HRG,Restrictions,90
POINT (32.7066 25.671),HELX,large_airport,Luxor International Airport,25.671,32.7066,294,Africa,EG,EG-KN,Luxor,yes,HELX,LXR,Restrictions,91
POINT (34.58369827 25.5571003),HEMA,medium_airport,Marsa Alam International Airport,25.5571003,34.58369827,251,Africa,EG,EG-BA,Marsa Alam,yes,HEMA,RMF,Restrictions,92
POINT (32.81999969 23.96439934),HESN,medium_airport,Aswan International Airport,23.96439934,32.81999969,662,Africa,EG,EG-ASN,Aswan,yes,HESN,ASW,Restrictions,93
POINT (31.742778 26.342778),HEMK,medium_airport,Sohag International Airport,26.342778,31.742778,310,Africa,EG,EG-SHG,Sohag,yes,HESG,HMB,,94
POINT (-15.932 23.7183),GMMH,medium_airport,Dakhla Airport,23.7183,-15.932,36,Africa,EH,EH-U-A,Dakhla,yes,GMMH,VIL,,95
POINT (-13.2192 27.151699),GMML,medium_airport,Hassan I Airport,27.151699,-13.2192,207,Africa,EH,EH-U-A,El Aaiún,yes,GMML,EUN,,96
POINT (-11.6847 26.7318),GMMA,medium_airport,Smara Airport,26.7318,-11.6847,350,Africa,EH,EH-U-A,Smara,yes,GMMA,SMW,,97
POINT (38.91070175 15.29189968),HHAS,medium_airport,Asmara International Airport,15.29189968,38.91070175,7661,Africa,ER,ER-SK,Asmara,yes,HHAS,ASM,,98
POINT (39.37009811 15.67000008),HHMS,medium_airport,Massawa International Airport,15.67000008,39.37009811,194,Africa,ER,ER-SK,Massawa,yes,HHMS,MSW,,99
POINT (42.64500046 13.07180023),HHSB,medium_airport,Assab International Airport,13.07180023,42.64500046,46,Africa,ER,ER-DK,Asab,yes,HHSB,ASA,,100
POINT (117.2979965 31.78000069),ZSOF,medium_airport,Hefei Luogang International Airport,31.78000069,117.2979965,108,Asia,CN,CN-34,Hefei,yes,ZSOF,HFE,Restrictions,101
POINT (121.8050003 31.14340019),ZSPD,large_airport,Shanghai Pudong International Airport,31.14340019,121.8050003,13,Asia,CN,CN-31,Shanghai,yes,ZSPD,PVG,Restrictions,102
POINT (120.3740005 36.26610184),ZSQD,medium_airport,Liuting Airport,36.26610184,120.3740005,33,Asia,CN,CN-37,Qingdao,yes,ZSQD,TAO,Restrictions,103
POINT (121.3359985 31.19790077),ZSSS,large_airport,Shanghai Hongqiao International Airport,31.19790077,121.3359985,10,Asia,CN,CN-31,Shanghai,yes,ZSSS,SHA,Restrictions,104
POINT (122.2289963 37.18709946),ZSWH,medium_airport,Weihai Airport,37.18709946,122.2289963,145,Asia,CN,CN-37,Weihai,yes,ZSWH,WEH,Restrictions,105
POINT (117.555278 34.059056),ZSXZ,medium_airport,Xuzhou Guanyin Airport,34.059056,117.555278,*****,Asia,CN,CN-32,Xuzhou,yes,ZSXZ,XUZ,Restrictions,106
POINT (121.3720016 37.40169907),ZSYT,medium_airport,Yantai Laishan Airport,37.40169907,121.3720016,59,Asia,CN,CN-37,Yantai,yes,ZSYT,YNT,Restrictions,107
POINT (106.6419983 29.71920013),ZUCK,large_airport,Chongqing Jiangbei International Airport,29.71920013,106.6419983,1365,Asia,CN,CN-50,Chongqing,yes,ZUCK,CKG,Restrictions,108
POINT (105.6900024 -10.45059967),YPXM,medium_airport,Christmas Island Airport,-10.45059967,105.6900024,916,Asia,CX,CX-U-A,Christmas Island,yes,YPXM,XCH,,109
POINT (33.724358 35.235947),CY-0002,medium_airport,Geçitkale Air Base,35.235947,33.724358,146,Asia,CY,CY-03,Geçitkale,yes,LCGK,GEC,,110
POINT (33.49610138 35.15470123),LCEN,medium_airport,Ercan International Airport,35.15470123,33.49610138,404,Asia,CY,CY-02,Nicosia,yes,LCEN,ECN,,111
POINT (33.62490082 34.87509918),LCLK,large_airport,Larnaca International Airport,34.87509918,33.62490082,8,Asia,CY,CY-04,Larnarca,yes,LCLK,LCA,,112
POINT (32.4856987 34.7179985),LCPH,large_airport,Paphos International Airport,34.7179985,32.4856987,41,Asia,CY,CY-06,Paphos,yes,LCPH,PFO,,113
POINT (33.83580017 31.07329941),HEAR,medium_airport,El Arish International Airport,31.07329941,33.83580017,121,Asia,EG,EG-SIN,El Arish,yes,HEAR,AAC,,114
POINT (34.39500046 27.97730064),HESH,medium_airport,Sharm El Sheikh International Airport,27.97730064,34.39500046,143,Asia,EG,EG-JS,Sharm el-Sheikh,yes,HESH,SSH,Restrictions,115
POINT (42.48260117 42.17670059),UGKO,medium_airport,Kopitnari Airport,42.17670059,42.48260117,223,Asia,GE,GE-IM,Kutaisi,yes,UGKO,KUT,,116
POINT (41.59970093 41.61029816),UGSB,medium_airport,Batumi International Airport,41.61029816,41.59970093,105,Asia,GE,GE-AJ,Batumi,yes,UGSB,BUS,,117
POINT (44.95470047 41.6692009),UGTB,large_airport,Tbilisi International Airport,41.6692009,44.95470047,1624,Asia,GE,GE-TB,Tbilisi,yes,UGTB,TBS,Restrictions,118
POINT (41.12810135 42.85820007),UGSS,medium_airport,Sukhumi Dranda Airport,42.85820007,41.12810135,53,Asia,GE,GE-AB,Sukhumi,yes,UGSS,SUI,,119
POINT (113.9150009 22.30890083),VHHH,large_airport,Chek Lap Kok International Airport,22.30890083,113.9150009,28,Asia,HK,HK-U-A,Hong Kong,yes,VHHH,HKG,Restrictions,120
POINT (127.3809967 0.831413984),WAMT,medium_airport,Sultan Khairun Babullah Airport,0.831413984,127.3809967,49,Asia,ID,ID-MU,Sango-Ternate Island,yes,WAMT,TTE,,121
POINT (115.435997 -2.216559887),WAON,medium_airport,Warukin Airport,-2.216559887,115.435997,197,Asia,ID,ID-KS,Tanta-Tabalong-Borneo Island,yes,WAON,TJG,,122
POINT (132.7310028 -5.66162014),WAPL,medium_airport,Dumatumbun Airport,-5.66162014,132.7310028,10,Asia,ID,ID-MA,Langgur-Seram Island,yes,WAPL,LUV,,123
POINT (128.0890045 -3.710259914),WAPP,medium_airport,"Pattimura Airport, Ambon",-3.710259914,128.0890045,33,Asia,ID,ID-MA,Ambon,yes,WAPP,AMQ,,124
POINT (112.7870026 -7.379829884),WARR,large_airport,Juanda International Airport,-7.379829884,112.7870026,9,Asia,ID,ID-JI,Surabaya,yes,WARR,SUB,Restrictions,125
POINT (132.2669983 -2.920190096),WASF,medium_airport,Fakfak Airport,-2.920190096,132.2669983,462,Asia,ID,ID-PB,Fakfak-Papua Island,yes,WASF,FKQ,,126
POINT (133.6959991 -3.644520044),WASK,medium_airport,Kaimana Airport,-3.644520044,133.6959991,19,Asia,ID,ID-PB,Kaimana-Papua Island,yes,WASK,KNG,,127
POINT (134.048996 -0.891833007),WASR,medium_airport,Rendani Airport,-0.891833007,134.048996,23,Asia,ID,ID-PB,Manokwari-Papua Island,yes,WASR,MKW,,128
POINT (105.175556 -5.240556),WIAT,medium_airport,Radin Inten II (Branti) Airport,-5.240556,105.175556,282,Asia,ID,ID-LA,Bandar Lampung-Sumatra Island,yes,WICT,TKG,,129
POINT (101.4449997 0.460786015),WIBB,medium_airport,Sultan Syarif Kasim Ii (Simpang Tiga) Airport,0.460786015,101.4449997,102,Asia,ID,ID-RI,Pekanbaru-Sumatra Island,yes,WIBB,PKU,,130
POINT (101.433998 1.60919),WIBD,medium_airport,Pinang Kampai Airport,1.60919,101.433998,55,Asia,ID,ID-RI,Dumai-Sumatra Island,yes,WIBD,DUM,,131
POINT (107.5759964 -6.900629997),WICC,medium_airport,Husein Sastranegara International Airport,-6.900629997,107.5759964,2436,Asia,ID,ID-JB,Bandung-Java Island,yes,WICC,BDO,Restrictions,132
POINT (104.1190033 1.121029973),WIDD,medium_airport,Hang Nadim International Airport,1.121029973,104.1190033,126,Asia,ID,ID-RI,Batam Island,yes,WIDD,BTH,Restrictions,133
POINT (106.8909988 -6.266610146),WIHH,medium_airport,Halim Perdanakusuma International Airport,-6.266610146,106.8909988,84,Asia,ID,ID-JK,Jakarta,yes,WIHH,HLP,Restrictions,134
POINT (109.0339966 -7.645060062),WIHL,medium_airport,Tunggul Wulung Airport,-7.645060062,109.0339966,69,Asia,ID,ID-JT,Cilacap-Java Island,yes,WIHL,CXP,,135
POINT (106.6559982 -6.12556982),WIII,large_airport,Soekarno-Hatta International Airport,-6.12556982,106.6559982,34,Asia,ID,ID-BT,Jakarta,yes,WIII,CGK,Restrictions,136
POINT (97.70469666 1.166380048),WIMB,medium_airport,Binaka Airport,1.166380048,97.70469666,20,Asia,ID,ID-SU,Gunung Sitoli-Nias Island,yes,WIMB,GNS,,137
POINT (99.430496 1.4001),WIME,medium_airport,Aek Godang Airport,1.4001,99.430496,922,Asia,ID,ID-SU,Padang Sidempuan-Sumatra Island,yes,WIME,AEG,,138
POINT (100.3519974 -0.874988973),WIMG,medium_airport,Tabing Airport,-0.874988973,100.3519974,9,Asia,ID,ID-SB,Padang-Sumatra Island,yes,WIMG,PDG,,139
POINT (111.7480011 -0.348868996),WIOG,medium_airport,Nanga Pinoh Airport,-0.348868996,111.7480011,123,Asia,ID,ID-KB,Nanga Pinoh-Borneo Island,yes,WIOG,NPO,,140
POINT (109.9629974 -1.816640019),WIOK,medium_airport,Ketapang(Rahadi Usman) Airport,-1.816640019,109.9629974,46,Asia,ID,ID-KB,Ketapang-Borneo Island,yes,WIOK,KTG,,141
POINT (108.3880005 3.908710003),WION,medium_airport,Ranai Airport,3.908710003,108.3880005,7,Asia,ID,ID-RI,Ranai-Natuna Besar Island,yes,WION,NTX,,142
POINT (109.4039993 -0.150711),WIOO,medium_airport,Supadio Airport,-0.150711,109.4039993,10,Asia,ID,ID-KB,Pontianak-Borneo Island,yes,WIOO,PNK,,143
POINT (112.9369965 0.835578024),WIOP,medium_airport,Pangsuma Airport,0.835578024,112.9369965,297,Asia,ID,ID-KB,Putussibau-Borneo Island,yes,WIOP,PSU,,144
POINT (111.4729996 0.063619003),WIOS,medium_airport,Sintang(Susilo) Airport,0.063619003,111.4729996,98,Asia,ID,ID-KB,Sintang-Borneo Island,yes,WIOS,SQG,,145
POINT (102.338997 -3.8637),WIPL,medium_airport,Fatmawati Soekarno Airport,-3.8637,102.338997,50,Asia,ID,ID-BE,Bengkulu-Sumatra Island,yes,WIGG,BKS,,146
POINT (104.6999969 -2.898250103),WIPP,medium_airport,Sultan Mahmud Badaruddin II Airport,-2.898250103,104.6999969,49,Asia,ID,ID-SS,Palembang-Sumatra Island,yes,WIPP,PLM,,147
POINT (103.8799973 -3.286070108),WIPQ,medium_airport,Pendopo Airport,-3.286070108,103.8799973,184,Asia,ID,ID-SS,Talang Gudang-Sumatra Island,yes,WIPQ,PDO,,148
POINT (100.2809982 -0.786916971),WIPT,medium_airport,Minangkabau Airport,-0.786916971,100.2809982,18,Asia,ID,ID-SB,Ketaping/Padang-Sumatra Island,yes,WIPT,PDG,,149
POINT (95.42063713 5.522872024),WITT,medium_airport,Sultan Iskandar Muda International Airport,5.522872024,95.42063713,65,Asia,ID,ID-AC,Banda Aceh,yes,WITT,BTJ,Restrictions,150
POINT (116.276675 -8.757322),WADL,medium_airport,Lombok International Airport,-8.757322,116.276675,319,Asia,ID,ID-NB,Mataram,yes,WADL,LOP,Restrictions,151
POINT (131.287 -0.894),WAXX,large_airport,Dominique Edward Osok Airport,-0.894,131.287,10,Asia,ID,ID-PB,Sorong-Papua Island,yes,WASS,SOQ,,152
POINT (117.255556 -0.373611),ID-0017,large_airport,Sungai Siring International Airport,-0.373611,117.255556,82,Asia,ID,ID-KI,Samarinda,yes,,,Restrictions,153
POINT (137.0319977 -3.739559889),ID-ZGP,medium_airport,Bilogai-Sugapa Airport,-3.739559889,137.0319977,7348,Asia,ID,ID-PA,Sugapa-Papua Island,yes,WABV,UGU,,154
POINT (119.5540009 -5.061629772),WAAA,large_airport,Hasanuddin International Airport,-5.061629772,119.5540009,47,Asia,ID,ID-SN,Ujung Pandang-Celebes Island,yes,WAAA,UPG,Restrictions,155
POINT (136.1080017 -1.190019965),WABB,medium_airport,Frans Kaisiepo Airport,-1.190019965,136.1080017,46,Asia,ID,ID-PA,Biak-Supiori Island,yes,WABB,BIK,,156
POINT (135.4960022 -3.368180037),WABI,medium_airport,Nabire Airport,-3.368180037,135.4960022,20,Asia,ID,ID-PA,Nabire-Papua Island,yes,WABI,NBX,,157
POINT (136.8869934 -4.528279781),WABP,medium_airport,Moses Kilangin Airport,-4.528279781,136.8869934,103,Asia,ID,ID-PA,Timika-Papua Island,yes,WABP,TIM,,158
POINT (115.1669998 -8.748169899),WADD,large_airport,Ngurah Rai (Bali) International Airport,-8.748169899,115.1669998,14,Asia,ID,ID-BA,Denpasar-Bali Island,yes,WADD,DPS,Restrictions,159
POINT (140.5160065 -2.576950073),WAJJ,medium_airport,Sentani Airport,-2.576950073,140.5160065,289,Asia,ID,ID-PA,Jayapura-Papua Island,yes,WAJJ,DJJ,,160
POINT (138.9570007 -4.102509975),WAJW,medium_airport,Wamena Airport,-4.102509975,138.9570007,5085,Asia,ID,ID-PA,Wamena-Papua Island,yes,WAJW,WMX,,161
POINT (140.4179993 -8.520290375),WAKK,medium_airport,Mopah Airport,-8.520290375,140.4179993,10,Asia,ID,ID-PA,Merauke-Papua Island,yes,WAKK,MKQ,,162
POINT (117.569444 3.326667),WALR,medium_airport,Juwata Airport,3.326667,117.569444,23,Asia,ID,ID-KU,Tarakan Island,yes,WAQQ,TRK,,163
POINT (117.1569977 -0.484530985),WALS,medium_airport,Temindung Airport,-0.484530985,117.1569977,33,Asia,ID,ID-KI,Samarinda,yes,WALS,SRI,,164
POINT (125.5279999 3.683209896),WAMH,medium_airport,Naha Airport,3.683209896,125.5279999,16,Asia,ID,ID-SA,Tahuna-Sangihe Island,yes,WAMH,NAH,,165
POINT (119.9100037 -0.918542027),WAML,medium_airport,Mutiara Airport,-0.918542027,119.9100037,284,Asia,ID,ID-ST,Palu-Celebes Island,yes,WAML,PLW,,166
POINT (124.9260025 1.54926002),WAMM,medium_airport,Sam Ratulangi Airport,1.54926002,124.9260025,264,Asia,ID,ID-SA,Manado-Celebes Island,yes,WAMM,MDC,,167
POINT (34.88669968 32.01139832),LLBG,large_airport,Ben Gurion International Airport,32.01139832,34.88669968,135,Asia,IL,IL-M,Tel Aviv,yes,LLBG,TLV,Restrictions,168
POINT (34.96009827 29.56130028),LLET,medium_airport,Eilat Airport,29.56130028,34.96009827,42,Asia,IL,IL-D,Eilat,yes,LLET,ETH,,169
POINT (35.04309845 32.80939865),LLHA,medium_airport,Haifa International Airport,32.80939865,35.04309845,28,Asia,IL,IL-HA,Haifa,yes,LLHA,HFA,Restrictions,170
POINT (35.57189941 32.98099899),LLIB,medium_airport,Ben Ya'akov Airport,32.98099899,35.57189941,922,Asia,IL,IL-Z,Rosh Pina,yes,LLIB,RPN,,171
POINT (34.93579865 29.94029999),LLOV,large_airport,Ovda International Airport,29.94029999,34.93579865,1492,Asia,IL,IL-D,Eilat,yes,LLOV,VDA,Restrictions,172
POINT (34.78219986 32.11470032),LLSD,medium_airport,Sde Dov Airport,32.11470032,34.78219986,43,Asia,IL,IL-TA,Tel Aviv,yes,LLSD,SDV,,173
POINT (77.54650116 34.13589859),VILH,medium_airport,Leh Kushok Bakula Rimpochee Airport,34.13589859,77.54650116,10682,Asia,IN,IN-JK,Leh,yes,VILH,IXL,Restrictions,174
POINT (87.243 23.6225),VEDG,medium_airport,Kazi Nazrul Islam Airport,23.6225,87.243,300,Asia,IN,IN-WB,Durgapur,yes,VEDG,RDP,Restrictions,175
POINT (72.63469696 23.07719994),VAAH,medium_airport,Sardar Vallabhbhai Patel International Airport,23.07719994,72.63469696,189,Asia,IN,IN-GJ,Ahmedabad,yes,VAAH,AMD,Restrictions,176
POINT (75.39810181 19.86269951),VAAU,medium_airport,Aurangabad Airport,19.86269951,75.39810181,1911,Asia,IN,IN-MM,Aurangabad,yes,VAAU,IXU,Restrictions,177
POINT (72.86789703 19.08869934),VABB,large_airport,Chhatrapati Shivaji International Airport,19.08869934,72.86789703,39,Asia,IN,IN-MM,Mumbai,yes,VABB,BOM,Restrictions,178
POINT (69.67019653 23.28779984),VABJ,medium_airport,Bhuj Airport,23.28779984,69.67019653,268,Asia,IN,IN-GJ,Bhuj,yes,VABJ,BHJ,Restrictions,179
POINT (74.61830139 15.85929966),VABM,medium_airport,Belgaum Airport,15.85929966,74.61830139,2487,Asia,IN,IN-KA,Belgaum,yes,VOBM,IXG,Restrictions,180
POINT (73.2263031 22.33620071),VABO,medium_airport,Vadodara Airport,22.33620071,73.2263031,129,Asia,IN,IN-GJ,Vadodara,yes,VABO,BDQ,Restrictions,181
POINT (77.33740234 23.28750038),VABP,medium_airport,Raja Bhoj International Airport,23.28750038,77.33740234,1711,Asia,IN,IN-MP,Bhopal,yes,VABP,BHO,Restrictions,182
POINT (72.18520355 21.75219917),VABV,medium_airport,Bhavnagar Airport,21.75219917,72.18520355,44,Asia,IN,IN-GJ,Bhavnagar,yes,VABV,BHU,Restrictions,183
POINT (73.83139801 15.38080025),VAGO,large_airport,Dabolim Airport,15.38080025,73.83139801,150,Asia,IN,IN-GA,Vasco da Gama,yes,VOGO,GOI,Restrictions,184
POINT (75.0848999 15.36170006),VAHB,medium_airport,Hubli Airport,15.36170006,75.0848999,2171,Asia,IN,IN-KA,Hubli,yes,VOHB,HBX,Restrictions,185
POINT (75.80110168 22.72179985),VAID,medium_airport,Devi Ahilyabai Holkar Airport,22.72179985,75.80110168,1850,Asia,IN,IN-MP,Indore,yes,VAID,IDR,Restrictions,186
POINT (80.05200195 23.17779922),VAJB,medium_airport,Jabalpur Airport,23.17779922,80.05200195,1624,Asia,IN,IN-MP,,yes,VAJB,JLR,Restrictions,187
POINT (70.01260376 22.46549988),VAJM,medium_airport,Jamnagar Airport,22.46549988,70.01260376,69,Asia,IN,IN-GJ,Jamnagar,yes,VAJM,JGA,Restrictions,188
POINT (79.91860199 24.81719971),VAKJ,medium_airport,Khajuraho Airport,24.81719971,79.91860199,728,Asia,IN,IN-MP,Khajuraho,yes,VAKJ,HJR,Restrictions,189
POINT (74.28939819 16.66469955),VAKP,medium_airport,Kolhapur Airport,16.66469955,74.28939819,1996,Asia,IN,IN-MM,,yes,VAKP,KLH,Restrictions,190
POINT (77.3167038 19.18330002),VAND,medium_airport,Nanded Airport,19.18330002,77.3167038,1250,Asia,IN,IN-MM,Nanded,yes,VAND,NDC,Restrictions,191
POINT (79.04720306 21.09219933),VANP,medium_airport,Dr. Babasaheb Ambedkar International Airport,21.09219933,79.04720306,1033,Asia,IN,IN-MM,Naqpur,yes,VANP,NAG,Restrictions,192
POINT (73.91970062 18.58209991),VAPO,medium_airport,Pune Airport,18.58209991,73.91970062,1942,Asia,IN,IN-MM,Pune,yes,VAPO,PNQ,Restrictions,193
POINT (69.65720367 21.64870071),VAPR,medium_airport,Porbandar Airport,21.64870071,69.65720367,23,Asia,IN,IN-GJ,Porbandar,yes,VAPR,PBD,Restrictions,194
POINT (70.77950287 22.30920029),VARK,medium_airport,Rajkot Airport,22.30920029,70.77950287,441,Asia,IN,IN-GJ,Rajkot,yes,VARK,RAJ,Restrictions,195
POINT (72.7417984 21.1140995),VASU,medium_airport,Surat Airport,21.1140995,72.7417984,16,Asia,IN,IN-GJ,,yes,VASU,STV,Restrictions,196
POINT (73.89610291 24.61770058),VAUD,medium_airport,Maharana Pratap Airport,24.61770058,73.89610291,1684,Asia,IN,IN-RJ,Udaipur,yes,VAUD,UDR,Restrictions,197
POINT (91.24040222 23.88699913),VEAT,medium_airport,Agartala Airport,23.88699913,91.24040222,46,Asia,IN,IN-TR,Agartala,yes,VEAT,IXA,Restrictions,198
POINT (88.32859802 26.68120003),VEBD,medium_airport,Bagdogra Airport,26.68120003,88.32859802,412,Asia,IN,IN-WB,Siliguri,yes,VEBD,IXB,Restrictions,199
POINT (91.97869873 25.70359993),VEBI,medium_airport,Shillong Airport,25.70359993,91.97869873,2910,Asia,IN,IN-ML,Shillong,yes,VEBI,SHL,Restrictions,200
POINT (123.014999 10.7764),RPVB,medium_airport,Bacolod-Silay City International Airport,10.7764,123.014999,82,Asia,PH,PH-NEC,Bacolod City,yes,RPVB,BCD,Restrictions,201
POINT (143.404007 44.30390167),RJEB,medium_airport,Monbetsu Airport,44.30390167,143.404007,80,Asia,JP,JP-01,Monbetsu,yes,RJEB,MBE,,202
POINT (142.4470062 43.67079926),RJEC,medium_airport,Asahikawa Airport,43.67079926,142.4470062,721,Asia,JP,JP-01,Asahikawa / Hokkaid?,yes,RJEC,AKJ,,203
POINT (139.4329987 42.07170105),RJEO,medium_airport,Okushiri Airport,42.07170105,139.4329987,161,Asia,JP,JP-01,Okushiri Island,yes,RJEO,OIR,,204
POINT (141.1860046 45.24200058),RJER,medium_airport,Rishiri Airport,45.24200058,141.1860046,112,Asia,JP,JP-01,Rishiri,yes,RJER,RIS,,205
POINT (128.8329926 32.66630173),RJFE,medium_airport,Fukue Airport,32.66630173,128.8329926,273,Asia,JP,JP-42,Goto,yes,RJFE,FUJ,,206
POINT (130.451004 33.58589935),RJFF,large_airport,Fukuoka Airport,33.58589935,130.451004,32,Asia,JP,JP-40,Fukuoka,yes,RJFF,FUK,,207
POINT (130.9909973 30.60510063),RJFG,medium_airport,New Tanegashima Airport,30.60510063,130.9909973,768,Asia,JP,JP-46,Tanegashima,yes,RJFG,TNE,,208
POINT (123.3000031 9.333709717),RPVD,medium_airport,Sibulan Airport,9.333709717,123.3000031,15,Asia,PH,PH-NER,Dumaguete City,yes,RPVD,DGT,,209
POINT (130.7189941 31.80340004),RJFK,large_airport,Kagoshima Airport,31.80340004,130.7189941,906,Asia,JP,JP-46,Kagoshima,yes,RJFK,KOJ,,210
POINT (121.954002 11.9245),RPVE,medium_airport,Godofredo P. Ramos Airport,11.9245,121.954002,7,Asia,PH,PH-AKL,Malay,yes,RPVE,MPH,,211
POINT (131.4490051 31.87719917),RJFM,medium_airport,Miyazaki Airport,31.87719917,131.4490051,20,Asia,JP,JP-45,Miyazaki,yes,RJFM,KMI,,212
