geometry,objectid,fac_name,name,address,city_state,city,state,zip,operating,medicare,medicare_i,medicaid,medicaid_i,certified,county,admin,phone,emergency,emergenc_1,emergenc_2,emergenc_3,date_geoco,source,geo_tract,geo_county,geo_zip,factype,symbol,latitude,longitude,type
POINT (-104.968376 39.7452240003),1383,DENVER CONVALESCENT & RECOVERY CENTER (36W269),DENVER CONVALESCENT & RECOVERY CENTER,1830 N FRANKLIN ST STE 300,"DENVER, CO 80218",DENVER,CO,80218,01-ACTIVE,f,,f,,0/6,DENVER,Mr JEBBY MATHEW,(832) 472-2028,,,,,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8031003102,DENVER,80218,Convalescent Center,Rehabilitaton or Recovery,39.745224,-104.968376,CONV
POINT (-104.968376 39.7452240003),1384,DENVER SURGERY CENTER (16K183),DENVER SURGERY CENTER,"1830 NORTH FRANKLIN STREET, SUITE 200","DENVER, CO 80218",DENVER,CO,80218,01-ACTIVE,t,06C0001167,f,,0/0,DENVER,Mr JEBBY MATHEW,(832) 472-2028,,,,,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8031003102,DENVER,80218,Ambulatory Surgical Center,Surgery or Transplant,39.745224,-104.968376,ASC
POINT (-104.968376 39.7452240003),1385,BIRTH CENTER OF DENVER (40M119),BIRTH CENTER OF DENVER,1830 FRANKLIN ST STE 330,"DENVER, CO 80218",DENVER,CO,80218,01-ACTIVE,f,,f,,0/5,DENVER,Ms HEATHER HAGENSON,(303) 812-2363,,,(303) 812-2369,,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8031003102,DENVER,80218,Birth Center,Birth Center,39.745224,-104.968376,BIRTH
POINT (-104.966736 39.7461430001),1386,PRESBYTERIAN ST LUKE'S MEDICAL CENTER (010431),PRESBYTERIAN ST LUKE'S MEDICAL CENTER,1719 E 19TH AVE,"DENVER, CO 80218",DENVER,CO,80218,01-ACTIVE,t,060014,t,5014006,680/680,DENVER,Ms MAUREEN TARRANT,(303) 839-6000,Maureen Tarrant,(303) 839-7778,(303) 869-2428,Maureen.Tarrant@healthonecares.com,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8031003101,DENVER,80218,Hospital,Hospital,39.746143,-104.966736,HOSP-ACU
POINT (-104.966736 39.7461430001),1387,SPALDING REHABILITATION HOSPITAL AT PSLMC (13L197),SPALDING REHABILITATION HOSPITAL AT PSLMC,1719 E 19TH AVE,"DENVER, CO 80218",DENVER,CO,80218,01-ACTIVE,f,,f,,0/22,DENVER,Mr RYAN SIMPSON,(303) 839-6293,,,(303) 839-6422,Admin daniel.miller@healthonecares.com,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8031003101,DENVER,80218,Hospital,Hospital,39.746143,-104.966736,H-UNIT
POINT (-104.966736 39.7461430001),1388,PRESBYTERIAN ST LUKE'S MEDICAL CENTER (TC0004),PRESBYTERIAN ST LUKE'S MEDICAL CENTER,1719 EAST 19TH AVENUE,"DENVER, CO 80218",DENVER,CO,80218,01-ACTIVE,t,069865,f,,0/0,DENVER,,(303) 839-6100,,,,,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8031003101,DENVER,80218,Transplant Hospital,Surgery or Transplant,39.746143,-104.966736,TH
POINT (-104.976082 39.7449229999),1389,PARK AVENUE SURGERY CENTER LLC (16P249),PARK AVENUE SURGERY CENTER LLC,1800 EMERSON ST STE 220,"DENVER, CO 80218",DENVER,CO,80218,01-ACTIVE,t,06C0001088,t,88530221,0/0,DENVER,Ms ASHLEY BELL,(303) 339-4165,Ashley Bell,(509) 540-9233,(303) 282-0912,blshippy@paosdenver.com,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8031002602,DENVER,80218,Ambulatory Surgical Center,Surgery or Transplant,39.744923,-104.976082,ASC
POINT (-105.025002 39.6888769999),1390,SUNFLOWER HOME CARE INC (04K183),SUNFLOWER HOME CARE INC,1550 S FEDERAL BLVD UNIT D,"DENVER, CO 80219",DENVER,CO,80219,01-ACTIVE,f,,f,,0/0,DENVER,Mr WILLIAM TORO,(720) 390-5163,William Toro,(720) 390-5163,(720) 390-5161,wtoro@sunflowercaregroup.org,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8031001402,DENVER,80219,Home Health Agency - HCA license - personal care homemaker,Home Health,39.688877,-105.025002,HCA-PHS
POINT (-105.027069 39.6725499997),1391,"BRIDGE COMMUNITY INC, THE (050403)","BRIDGE COMMUNITY INC, THE",3101 W HILLSIDE PL,"DENVER, CO 80219",DENVER,CO,80219,01-ACTIVE,f,,f,,8/8,DENVER,MS PATRICIA DIMAS,(303) 935-4740,Risha Dimas,(303) 870-2051,(303) 935-7795,rishabridge@comcast.net,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8031004603,DENVER,80219,Residential Care Facility for persons with developmental disabilities,Disability Care,39.67255,-105.027069,RCF-DD
POINT (-105.025131 39.6741030002),1392,COLORADO SKILLED HOME CARE LLC (04B437),COLORADO SKILLED HOME CARE LLC,2345 S FEDERAL BLVD SUITE 175,"DENVER, CO 80219",DENVER,CO,80219,01-ACTIVE,f,,f,,0/0,DENVER,AUTUMN HUNT,(303) 868-2002,,,,,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8031004603,DENVER,80219,Home Health Agency - HCA license only,Home Health,39.674103,-105.025131,HHA-LCE
POINT (-105.025131 39.6741030002),1393,COLORADO SKILLED HOME CARE LLC (04G548),COLORADO SKILLED HOME CARE LLC,2345 S FEDERAL SUITE 175,"DENVER, CO 80219",DENVER,CO,80219,01-ACTIVE,f,,f,,0/0,DENVER,AUTUMN HUNT,(720) 257-9549,,,(303) 265-9536,,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8031004603,DENVER,80219,Home Health Agency - HCA license - personal care homemaker,Home Health,39.674103,-105.025131,HCA-PHS
POINT (-105.025131 39.6741030002),1394,COLORADO SKILLED HOME CARE LLC (04V591),COLORADO SKILLED HOME CARE LLC,2345 S FEDERAL SUITE 175,"DENVER, CO 80219",DENVER,CO,80219,01-ACTIVE,f,,f,,0/0,DENVER,AUTUMN HUNT,(720) 257-9549,,,(303) 265-9536,,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8031004603,DENVER,80219,Home Care Agency - In-Home Support Services,Home Health,39.674103,-105.025131,HCA-IHSS
POINT (-105.053108 39.6832959998),1395,SENIORS HOME CARE (04Q189),SENIORS HOME CARE,1800 S SHERIDAN BLVD STE 306,"LAKEWOOD, CO 80226",LAKEWOOD,CO,80226,01-ACTIVE,f,,f,,0/0,JEFFERSON,Mr JOHN TONG,(303) 680-3997,,(720) 369-7838,(303) 680-7337,,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8031004601,DENVER,80219,Home Health Agency - HCA license - personal care homemaker,Home Health,39.683296,-105.053108,HCA-PHS
POINT (-105.053108 39.6832959998),1396,SENIORS HOME CARE (04T702),SENIORS HOME CARE,1800 S SHERIDAN BLVD STE 306,"LAKEWOOD, CO 80232",LAKEWOOD,CO,80232,01-ACTIVE,f,,f,,0/0,JEFFERSON,Mr JOHN TONG,(303) 680-3997,,(720) 369-7838,(303) 680-7337,,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8031004601,DENVER,80219,Home Care Agency - In-Home Support Services,Home Health,39.683296,-105.053108,HCA-IHSS
POINT (-105.042366 39.6810299999),1397,HARVEY PARK ASSISTED LIVING (2304UN),HARVEY PARK ASSISTED LIVING,1999 S RALEIGH ST,"DENVER, CO 80219",DENVER,CO,80219,01-ACTIVE,f,,t,4142618,6/6,DENVER,Ms REBECCA GRAY,(303) 922-1472,Rebecca Gray,(303) 922-1472,(720) 287-2735,rebecca@crpcolorado.com,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8031004700,DENVER,80219,Assisted Living Residence,Assisted Living Residence/Nursing Home,39.68103,-105.042366,ALR/ACF
POINT (-105.046654 39.6679989998),1398,LORI K BENSON MT-BC (10O666),LORI K BENSON MT-BC,2685 S WINONA CT,"DENVER, CO 80219",DENVER,CO,80219,01-ACTIVE,f,,t,29858003,0/0,DENVER,Ms LORI BENSON,(303) 667-3664,LORI K. BENSON,,,music2growon@gmail.com,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8031004700,DENVER,80219,Home and Community Based Services - Intellectual and developmental disabilities,Home and Community Based Services,39.667999,-105.046654,HCBS-IDD
POINT (-105.028351 39.6913600003),1399,NORTH STAR REHABILITATION AND CARE COMMUNITY (020413),NORTH STAR REHABILITATION AND CARE COMMUNITY,3185 W ARKANSAS AVE,"DENVER, CO 80219",DENVER,CO,80219,01-ACTIVE,t,065274,t,26554739,85/85,DENVER,Mr STEPHEN HOOK,(303) 922-1169,Stephen Hook,(720) 601-2706,(303) 934-0220,mbrenowitz@vivage.com,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8031004602,DENVER,80219,Nursing Home,Assisted Living Residence/Nursing Home,39.69136,-105.028351,SNF/NF
POINT (-105.027061 39.6913570003),1400,PARKVIEW CARE CENTER (020440),PARKVIEW CARE CENTER,3105 W ARKANSAS AVE,"DENVER, CO 80219",DENVER,CO,80219,01-ACTIVE,t,065299,t,54603528,73/73,DENVER,Ms TYBEL HALL,(303) 936-3497,Tybel hall,(303) 514-2202,(303) 936-9981,ghouse@vivage.com,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8031004602,DENVER,80219,Nursing Home,Assisted Living Residence/Nursing Home,39.691357,-105.027061,SNF/NF
POINT (-105.028267 39.6832729999),1401,NEW VISIONS RTF (2304H3),NEW VISIONS RTF,1810 S HOOKER,"DENVER, CO 80219",DENVER,CO,80219,01-ACTIVE,f,,f,,0/8,DENVER,Ms KIMBERLY O'DAY,(303) 936-8105,Christine Lanham,(720) 203-9509,(303) 377-1105,christine.lanham@alhcd.org,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8031004602,DENVER,80219,Assisted Living Residence - Mentally Ill,Assisted Living Residence/Nursing Home,39.683273,-105.028267,ALR/RTF
POINT (-105.035477 39.6901859999),1402,"ACTIVE COMMUNITY ACCESS, LLC (10R278)","ACTIVE COMMUNITY ACCESS, LLC",1460 S. MEADE ST.,"DENVER, CO 80224",DENVER,CO,80224,01-ACTIVE,f,,t,85952346,0/0,ARAPAHOE,Ms MARY BRAUN,(720) 988-9827,Mary Braun,(720) 988-9827,,ebraun03@gmail.com,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8031004602,DENVER,80219,Home and Community Based Services - Intellectual and developmental disabilities,Home and Community Based Services,39.690186,-105.035477,HCBS-IDD
POINT (-105.044014 39.7088849999),1403,Westwood Family Health Center (COFZJO),WESTWOOD FAMILY HEALTH CENTER,4320 WEST ALASKA PLACE,"DENVER, CO 80219",DENVER,CO,80219,01-ACTIVE,t,061824,f,,0/0,DENVER,,(720) 956-2900,,,,,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8031004504,DENVER,80219,Federally Qualified Health Center,FQHC,39.708885,-105.044014,FQHC
POINT (-105.052429 39.7058600001),1404,ANGELS FAMILY LLC (10T307),ANGELS FAMILY LLC,5155 W. CUSTER PLACE,"DENVER, CO 80219",DENVER,CO,80219,01-ACTIVE,f,,t,54925061,0/0,DENVER,CONSTANTINO CRUZ,(303) 642-5502,,,,constantino.cruz@aol.com,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8031004504,DENVER,80219,Home and Community Based Services - Intellectual and developmental disabilities,Home and Community Based Services,39.70586,-105.052429,HCBS-IDD
POINT (-105.045494 39.7023320001),1405,CIRCLE OF LIFE HOME CARE (04F741),CIRCLE OF LIFE HOME CARE,4407 MORRISON RD,"DENVER, CO 80219",DENVER,CO,80219,01-ACTIVE,f,,f,,0/0,DENVER,Ms LORETTA CHOSA,(303) 936-1663,,,(303) 936-1025,loretta@colhca.net,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8031004503,DENVER,80219,Home Health Agency - HCA license - personal care homemaker,Home Health,39.702332,-105.045494,HCA-PHS
POINT (-104.939423 39.7221370002),1406,BENDING BIRCH BEHAVIORAL SERVICES LLC (10D457),BENDING BIRCH BEHAVIORAL SERVICES LLC,355 ALBION ST,"DENVER, CO 80220",DENVER,CO,80220,01-ACTIVE,f,,t,14582589,0/0,DENVER,Ms JULIE CRABTREE,(720) 505-6293,,,,jcrabtree@bendingbirchbehavioral.com,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8031004303,DENVER,80220,Home and Community Based Services - Intellectual and developmental disabilities,Home and Community Based Services,39.722137,-104.939423,HCBS-IDD
POINT (-104.886642 39.7400319997),1407,ACCENTS HOMECARE LLC (04T221),ACCENTS HOMECARE LLC,8720 E COLFAX AVE #203,"DENVER, CO 80220",DENVER,CO,80220,01-ACTIVE,f,,f,,0/0,DENVER,Ms KIMMI DUONG,(720) 532-1917,Kimmi Duong,(720) 255-7919,(720) 370-3050,accentshomecare@gmail.com,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8031004404,DENVER,80220,Home Health Agency - HCA license - personal care homemaker,Home Health,39.740032,-104.886642,HCA-PHS
POINT (-104.912895 39.7400400001),1408,BLUE SPRUCE HOME CARE INC (04N224),BLUE SPRUCE HOME CARE INC,6440 E COLFAX AVE,"DENVER, CO 80220",DENVER,CO,80220,01-ACTIVE,f,,f,,0/0,DENVER,Mr RUSLAN LOSHAK,(303) 333-0100,,,(303) 322-3200,,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8031004304,DENVER,80220,Home Health Agency - HCA license - personal care homemaker,Home Health,39.74004,-104.912895,HCA-PHS
POINT (-104.919525 39.729698),1409,ROSEMARK AT MAYFAIR PARK (23E998),ROSEMARK AT MAYFAIR PARK,833 N JERSEY STREET,"DENVER, CO 80220",DENVER,CO,80220,01-ACTIVE,f,,f,,0/98,DENVER,Ms RACHEL GONZALES,(303) 770-7673,Sandy Christensen,(720) 500-4914,(303) 399-1396,,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8031004304,DENVER,80220,Assisted Living Residence,Assisted Living Residence/Nursing Home,39.729698,-104.919525,ALRONLY
POINT (-104.912895 39.7400400001),1410,BLUE SPRUCE HOME CARE INC (04Z698),BLUE SPRUCE HOME CARE INC,6440 E COLFAX AVE,"DENVER, CO 80220",DENVER,CO,80220,01-ACTIVE,f,,f,,0/0,DENVER,Mr RUSLAN LOSHAK,(303) 333-0100,,,(303) 322-3200,,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8031004304,DENVER,80220,Home Care Agency - In-Home Support Services,Home Health,39.74004,-104.912895,HCA-IHSS
POINT (-104.915497 39.7400319997),1411,"COLORADO HEALTH NETWORK, INC. (18V346)",COLORADO HEALTH NETWORK INC,6260 E COLFAX AVE,"DENVER, CO 80220",DENVER,CO,80220,01-ACTIVE,f,,f,,0/0,DENVER,Ms LILI CARRILLO,(303) 962-5317,,,(720) 372-7849,,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8031004304,DENVER,80220,Community Clinic,Clinic,39.740032,-104.915497,CCVOL
POINT (-104.929359 39.7313840002),1412,ACORN HOUSE LLC (23048Q),ACORN HOUSE LLC,919 ELM ST,"DENVER, CO 80220",DENVER,CO,80220,01-ACTIVE,f,,t,4183471,8/8,DENVER,Ms KELLY CARLSON,(303) 399-9791,Rebecca Carlson,(303) 316-4971,(303) 937-9646,rc@acornhouse.info,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8031004302,DENVER,80220,Assisted Living Residence,Assisted Living Residence/Nursing Home,39.731384,-104.929359,ALR/ACF
POINT (-104.929359 39.7312509999),1413,ACORN HOUSE TOO LLC (2304GT),ACORN HOUSE TOO LLC,909 ELM ST,"DENVER, CO 80220",DENVER,CO,80220,01-ACTIVE,f,,t,56122853,10/10,DENVER,Ms KELLY CARLSON,(303) 316-4984,Rebecca Carlson,(303) 316-4971,(303) 937-9646,rc@acornhouse.info,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8031004302,DENVER,80220,Assisted Living Residence,Assisted Living Residence/Nursing Home,39.731251,-104.929359,ALR/ACF
POINT (-104.929413 39.7311209997),1414,ACORN HOUSE C LLC (23S302),ACORN HOUSE C LLC,4949 E 9TH AVENUE,"DENVER, CO 80220",DENVER,CO,80220,01-ACTIVE,f,,t,76107710,8/8,DENVER,Ms KELLY CARLSON,(720) 941-8839,Rebecca Carlson,(303) 316-4971,(303) 388-8321,rc@acornhouse.info,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8031004302,DENVER,80220,Assisted Living Residence,Assisted Living Residence/Nursing Home,39.731121,-104.929413,ALR/ACF
POINT (-104.912369 39.740459),1415,MONACO HOUSE RTF (2304F0),MONACO HOUSE RTF,1512 MONACO PARKWAY,"DENVER, CO 80220",DENVER,CO,80220,01-ACTIVE,f,,f,,0/8,DENVER,Ms LISA ABERLE,(303) 355-4008,Lyndsay Burnett,(303) 882-6401,(303) 355-0958,lyndsay.burnett@mhcd.org,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8031004202,DENVER,80220,Assisted Living Residence - Mentally Ill,Assisted Living Residence/Nursing Home,39.740459,-104.912369,ALR/RTF
POINT (-104.93293 39.7331699998),1416,FRESENIUS MEDICAL CARE ROCKY MOUNTAIN DIALYSIS (120416),FRESENIUS MEDICAL CARE ROCKY MOUNTAIN DIALYSIS,4600 HALE PKWY #120,"DENVER, CO 80220",DENVER,CO,80220,01-ACTIVE,t,062501,t,26686261,25/25,DENVER,Mr ROBERT CHAMBERS,(303) 320-6894,Dan Knack,(303) 828-3851,(303) 322-6465,mark.mirenda@fmc-na.com,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8031004301,DENVER,80220,End Stage Renal Disease Facility,End Stage Renal Disease,39.73317,-104.93293,ESRD
POINT (-104.935181 39.7323530002),1417,Veterans Administration Hospital (COPSL8),V A HOSPITAL,1055 CLERMONT ST,"DENVER, CO 80220",DENVER,CO,80220,01-ACTIVE,t,06005F,f,,0/0,DENVER,,(303) 000-0000,,,,,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8031004301,DENVER,80220,Hospital - non participating,Hospital,39.732353,-104.935181,HOSP-NP
POINT (-104.93248 39.7330549999),1418,ROSE SURGICAL CENTER (16O234),ROSE SURGICAL CENTER,4700 E HALE PKWY #200,"DENVER, CO 80220",DENVER,CO,80220,01-ACTIVE,t,06C0001111,t,14829843,0/0,DENVER,LINDIE SLATER,(303) 758-1175,,,(303) 758-1973,,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8031004301,DENVER,80220,Ambulatory Surgical Center,Surgery or Transplant,39.733055,-104.93248,ASC
POINT (-104.934334 39.7311289997),1419,ROSE MEDICAL CENTER (010428),ROSE MEDICAL CENTER,4567 E 9TH AVE,"DENVER, CO 80220",DENVER,CO,80220,01-ACTIVE,t,060032,t,38977320,422/422,DENVER,Mr RYAN TOBIN,(303) 320-2121,Nursing Supervisor,(303) 320-2018,(303) 320-2200,Admin- kenneth.feiler@healthonecares.com,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8031004301,DENVER,80220,Hospital,Hospital,39.731129,-104.934334,HOSP-ACU
POINT (-104.940536 39.7274739999),1420,VITAE CARE INC (04G556),VITAE CARE INC,700 COLORADO BLVD STE 283,"DENVER, CO 80206",DENVER,CO,80206,01-ACTIVE,f,,f,,0/0,DENVER,ANNETTE PECINOVA,(844) 824-7227,,,(303) 209-9320,annette@bresnan.net,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8031004301,DENVER,80220,Home Health Agency - HCA license only,Home Health,39.727474,-104.940536,HHA-LCE
POINT (-104.935176 39.7338639997),1421,KIDSCARE THERAPY OF COLORADO LLC (04I966),KIDSCARE THERAPY OF COLORADO LLC,4495 HALE PARKWAY ST STE 305,"DENVER, CO 80206",DENVER,CO,80206,01-ACTIVE,t,067567,f,,0/0,DENVER,ERIN CARTER,(866) 919-3240,,,(877) 300-7394,,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8031004301,DENVER,80220,Home Health Agency - Medicare/Medicaid,Home Health,39.733864,-104.935176,HHA-1819
POINT (-104.93103 39.745747),1422,PARK HILL RESIDENCE (2304GP),PARK HILL RESIDENCE,1901 EUDORA STREET,"DENVER, CO 80220",DENVER,CO,80220,01-ACTIVE,f,,t,4142428,36/36,DENVER,Ms ANGELA SHELTON-BENNETT,(303) 388-9437,Vennita Jenkins,(303) 595-4464,(303) 370-1063,vjenkins@seniorhousingoptions.org,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8031004201,DENVER,80220,Assisted Living Residence,Assisted Living Residence/Nursing Home,39.745747,-104.93103,ALR/ACF
POINT (-104.911598 39.7204059997),1423,STEFANIE'S VILLAGE (10T258),STEFANIE'S VILLAGE,240 MAGNOLIA STREET,"DENVER, CO 80220",DENVER,CO,80220,01-ACTIVE,f,,f,,0/0,DENVER,Ms CAROL-ANN GOHEE,(303) 763-5679,Carol-Ann Gohee,,,,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8031004306,DENVER,80220,Home and Community Based Services - Intellectual and developmental disabilities,Home and Community Based Services,39.720406,-104.911598,HCBS-IDD
POINT (-104.987878 39.8211589997),1424,COMFORT KEEPERS (04P354),COMFORT KEEPERS,6845 BROADWAY,"DENVER, CO 80221",DENVER,CO,80221,01-ACTIVE,f,,f,,0/0,ADAMS,Mr BRENT EGGEMAN,(303) 457-4200,Brent Eggeman,,(303) 457-4201,beggeman@comfortkeepers.com,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8001009553,ADAMS,80221,Home Health Agency - HCA license - personal care homemaker,Home Health,39.821159,-104.987878,HCA-PHS
POINT (-104.987267 39.8246770001),1425,"GOLDSTAR LEARNING OPTIONS, INC. (10M457)","GOLDSTAR LEARNING OPTIONS, INC.",7000 BROADWAY UNIT 208,"DENVER, CO 80221",DENVER,CO,80221,01-ACTIVE,f,,t,61382248,0/0,DENVER,Ms KATIE SVIHLIK-BURPO,(303) 327-9738,K Svihlik-Burpo,(720) 979-4309,,goldstarlearningoptions@gmail.com,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8001009553,ADAMS,80221,Home and Community Based Services - Intellectual and developmental disabilities,Home and Community Based Services,39.824677,-104.987267,HCBS-IDD
POINT (-105.001991 39.8311080002),1426,MILE HIGH HOMECARE (04T617),MILE HIGH HOMECARE,7475 DAKIN ST #300,"DENVER, CO 80231",DENVER,CO,80231,01-ACTIVE,f,,f,,0/0,ARAPAHOE,Ms EMILY NEUHOLD,(303) 429-5805,Emily Neuhold,,(303) 429-5011,emily@milehighhomecare.com,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8001009308,ADAMS,80221,Home Health Agency - HCA license - personal care homemaker,Home Health,39.831108,-105.001991,HCA-PHS
POINT (-105.001991 39.8311080002),1427,MILE HIGH HOMECARE (04K101),MILE HIGH HOMECARE,7475 DAKIN ST #300,"DENVER, CO 80231",DENVER,CO,80231,01-ACTIVE,f,,f,,0/0,ARAPAHOE,Ms EMILY NEUHOLD,(303) 429-5805,,,(303) 429-5011,,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8001009308,ADAMS,80221,Home Care Agency - In-Home Support Services,Home Health,39.831108,-105.001991,HCA-IHSS
POINT (-104.987366 39.8335230001),1428,CARE FOUNDATION SERVICES LLC (10E988),CARE FOUNDATION SERVICES LLC,7563 BROADWAY,"DENVER, CO 80221",DENVER,CO,80221,01-ACTIVE,f,,f,,0/0,ADAMS,Mr RASHIDI SOYEBO,(312) 478-5661,,,,,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8001009308,ADAMS,80221,Home and Community Based Services - Intellectual and developmental disabilities,Home and Community Based Services,39.833523,-104.987366,HCBS-IDD
POINT (-105.00753 39.8273510003),1429,CLINICA CAMPESINA FAMILY HEALTH (COIGSX),C C F H S - CLINICA CAMPESINA FAMILY HEALTH,1701 WEST 72ND AVENUE,"DENVER, CO 80224",DENVER,CO,80224,01-ACTIVE,t,061854,f,,0/0,ARAPAHOE,,(303) 412-9882,,,,,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8001009501,ADAMS,80221,Federally Qualified Health Center,FQHC,39.827351,-105.00753,FQHC
POINT (-105.024986 39.8210639999),1430,DISCOVER GOODWILL OF SOUTHERN & WESTERN COLORADO (10G185),DISCOVER GOODWILL OF SOUTHERN & WESTERN COLORADO,6850 FEDERAL BLVD,"DENVER, CO 80221",DENVER,CO,80221,01-ACTIVE,f,,f,,0/0,ADAMS,Ms TAMARA FRENCH,(719) 635-4483,,,(719) 635-5713,,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8001009502,ADAMS,80221,Home and Community Based Services - Intellectual and developmental disabilities,Home and Community Based Services,39.821064,-105.024986,HCBS-IDD
POINT (-104.986519 39.8488879999),1431,DIGNITY HOSPICE OF COLORADO LLC (17B427),DIGNITY HOSPICE OF COLORADO LLC,400 E 84TH AVE #W-202,"THORNTON, CO 80229",THORNTON,CO,80229,01-ACTIVE,t,061578,f,,0/0,ADAMS,Ms JILL DAISS,(720) 222-3315,Brice Wilson,(801) 301-0114,(303) 366-9595,jdaiss@dignityco.com,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8001009307,ADAMS,80221,Hospice (Medicare),Hospice,39.848888,-104.986519,HOSPICE
POINT (-105.012367 39.792923),1432,53RD STREET (06G124),53RD STREET,2095 WEST 53RD AVENUE,"DENVER, CO 80221",DENVER,CO,80221,01-ACTIVE,t,06G078,t,14439875,8/8,ADAMS,Ms DAWN JACOBS,(303) 458-7374,,,(303) 463-2501,dawn.jacobs@state.co.us,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8001009752,ADAMS,80221,Intermediate Care Facility For Intellectually Disabled,Disability Care,39.792923,-105.012367,ICF/IID
POINT (-105.02208 39.7939069999),1433,MARYCREST ASSISTED LIVING (2304ST),MARYCREST ASSISTED LIVING,2800/2850 COLUMBINE RD,"DENVER, CO 80221",DENVER,CO,80221,01-ACTIVE,f,,t,16933591,138/138,DENVER,Ms PAMELA WRIGHT,(303) 433-0282,Pam Wright,(303) 550-9879,(303) 433-4838,,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8031000201,DENVER,80221,Assisted Living Residence,Assisted Living Residence/Nursing Home,39.793907,-105.02208,ALR/ACF
POINT (-104.915672 39.6664120001),1434,COLORADO HEALTH CONNECTIONS INC (04I585),COLORADO HEALTH CONNECTIONS INC,2755 S LOCUST ST STE 120,"DENVER, CO 80222",DENVER,CO,80222,01-ACTIVE,t,067454,t,48101842,0/0,ARAPAHOE,Ms ROBYN EDGE,(303) 758-2277,Robyn Edge,(303) 594-0216,(303) 758-4488,redge@cohealthconnections.com,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8031006812,DENVER,80222,Home Health Agency - Medicare/Medicaid,Home Health,39.666412,-104.915672,HHA-1819
POINT (-104.915672 39.6664120001),1435,EXTENDED FAMILY INC (04I609),EXTENDED FAMILY INC,2755 S LOCUST ST STE 217,"DENVER, CO 80222",DENVER,CO,80222,01-ACTIVE,f,,f,,0/0,ARAPAHOE,Ms RACHEL WEBB,(303) 955-8107,,,(303) 955-8107,,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8031006812,DENVER,80222,Home Health Agency - Licensed only,Home Health,39.666412,-104.915672,HCA-LIC
